Options:
Model:                           Discrete: Independent
Tree File Name:                  Primates.trees
Data File Name:                  Primates.txt
Log File Name:                   Primates_discrete_independent.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3674852225
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Primates_discrete_independent.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       60
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
719000	-40.232263	7	0.596921	2.328648	2.903989	2.249920	0.516946	0.159973	0.246729	0.076352	
720000	-42.608646	489	1.141665	1.876307	5.392868	5.628345	0.611533	0.335483	0.034214	0.018770	
721000	-44.045481	43	3.692018	1.370112	6.051981	3.317803	0.700626	0.256275	0.031556	0.011543	
722000	-41.129598	357	0.887892	4.427668	3.323993	1.597223	0.401105	0.058711	0.471211	0.068973	
723000	-44.480024	30	3.311118	1.326938	4.476051	3.555425	0.629716	0.320965	0.032668	0.016651	
724000	-47.681013	474	4.782723	13.303723	3.268477	3.990711	0.344145	0.158568	0.340430	0.156857	
725000	-42.678851	253	0.797263	5.557496	3.610221	2.650158	0.188792	0.075949	0.524327	0.210932	
726000	-41.257606	379	1.657780	2.338840	5.225462	3.702571	0.494189	0.334712	0.102009	0.069090	
727000	-43.679699	440	0.281637	2.962978	0.652268	3.190648	0.201885	0.404489	0.131053	0.262573	
728000	-48.472292	339	3.191586	4.305651	4.816437	9.282497	0.342825	0.334649	0.163209	0.159317	
729000	-44.342930	254	0.917869	3.846821	4.901897	3.793266	0.482101	0.174768	0.251837	0.091294	
730000	-41.790832	153	0.614194	3.206958	3.882920	3.517929	0.378407	0.167304	0.315013	0.139276	
731000	-45.968614	25	1.638674	5.364320	9.633162	8.251942	0.271955	0.257795	0.241410	0.228840	
732000	-45.133442	179	0.209113	5.732556	3.703165	0.928736	0.028540	0.001438	0.923498	0.046525	
733000	-42.064363	29	2.108712	3.142856	2.883123	4.508368	0.505573	0.314515	0.110914	0.068999	
734000	-41.047083	314	1.916868	5.799394	1.736007	1.759236	0.347971	0.105086	0.420080	0.126863	
735000	-42.705318	83	0.642480	1.590481	2.934581	0.319047	0.873358	0.002654	0.123613	0.000376	
736000	-42.648947	124	2.120019	0.846915	4.633984	3.985372	0.632459	0.354386	0.008431	0.004724	
737000	-41.093693	404	2.395954	4.759630	3.445848	1.210836	0.675869	0.030072	0.281533	0.012527	
738000	-44.335188	381	0.853484	6.928654	1.585899	2.542050	0.161265	0.123054	0.405932	0.309749	
739000	-41.786590	182	1.501639	4.747570	1.962223	1.897319	0.584977	0.089301	0.282583	0.043139	
740000	-41.556687	394	0.421496	0.903111	2.592093	0.226029	0.982511	0.000806	0.016669	0.000014	
741000	-39.753352	312	1.275527	1.969757	1.313791	1.694760	0.743111	0.197894	0.046588	0.012407	
742000	-42.080449	300	0.520601	3.324907	1.871800	2.220929	0.301747	0.121411	0.411337	0.165506	
743000	-39.535575	458	1.162251	3.052719	3.906295	1.749507	0.782694	0.058057	0.148252	0.010997	
744000	-41.775082	244	1.438030	1.664868	3.656464	2.276748	0.657452	0.215244	0.095905	0.031399	
745000	-39.507009	58	1.092401	2.076754	1.815466	1.699920	0.832758	0.076787	0.082818	0.007637	
746000	-42.139130	157	1.106852	1.100915	3.961484	2.446230	0.697097	0.243163	0.044290	0.015449	
747000	-42.316146	251	1.111233	4.266519	0.971356	2.529316	0.188844	0.311897	0.188285	0.310974	
748000	-41.812019	46	1.399795	2.628515	1.196864	3.830958	0.375978	0.449203	0.079653	0.095166	
749000	-41.440473	43	3.629639	1.564164	2.833403	0.958627	0.920682	0.023800	0.054118	0.001399	
750000	-42.424005	183	0.597238	1.413342	1.266442	0.179815	0.944844	0.000707	0.054408	0.000041	
751000	-42.810426	309	1.325560	3.086984	1.591577	0.260327	0.782721	0.000944	0.216075	0.000261	
752000	-41.950267	161	0.615915	3.244763	5.236094	0.255640	0.600281	0.002216	0.396041	0.001462	
753000	-43.802812	4	0.750915	6.594076	1.637490	0.290919	0.401039	0.001393	0.595500	0.002068	
754000	-41.235754	235	1.145819	4.423814	1.636459	0.929357	0.530229	0.023869	0.426693	0.019209	
755000	-40.195433	359	2.150582	2.299397	3.848781	1.409218	0.848123	0.052007	0.094099	0.005770	
756000	-43.241938	340	3.171070	5.275646	2.597927	4.091621	0.398584	0.227612	0.237932	0.135871	
757000	-42.910453	81	1.990636	3.608373	1.486555	2.911171	0.659343	0.165015	0.140483	0.035159	
758000	-38.294574	43	0.630056	2.208444	3.299727	1.523944	0.817379	0.057446	0.116955	0.008220	
759000	-41.506724	26	1.544235	4.445657	3.352299	0.752661	0.646416	0.014963	0.330960	0.007661	
760000	-44.563412	58	4.057253	2.181274	4.954667	0.760538	0.878170	0.015494	0.104492	0.001844	
761000	-40.672972	68	2.221637	3.337456	4.837587	3.165082	0.825653	0.084327	0.081679	0.008342	
762000	-41.760857	282	0.954740	3.659977	5.660520	0.672028	0.733939	0.012557	0.249241	0.004264	
763000	-40.382870	481	0.499647	3.839685	1.908196	2.230896	0.481246	0.077784	0.379613	0.061357	
764000	-41.093863	385	0.746251	4.432778	2.364002	2.569284	0.367511	0.150757	0.341603	0.140129	
765000	-42.341034	458	3.190446	2.773140	1.424295	1.760205	0.782593	0.086780	0.117588	0.013039	
766000	-42.543360	358	2.047919	4.543351	3.001957	2.622394	0.456793	0.158816	0.285225	0.099166	
767000	-41.797358	201	1.240330	1.380076	2.567740	5.072778	0.604519	0.353719	0.026346	0.015416	
768000	-42.685346	55	2.232747	2.884943	3.763842	3.266277	0.701851	0.164451	0.108318	0.025380	
769000	-43.874500	467	1.286018	8.330077	3.296376	0.732806	0.433932	0.006355	0.551633	0.008079	
770000	-43.157730	430	1.434885	8.985375	3.100457	2.475184	0.323032	0.073167	0.492295	0.111506	
771000	-42.148568	159	1.295891	1.644669	1.331267	0.551303	0.943835	0.005680	0.050183	0.000302	
772000	-41.941091	152	1.699415	3.203848	2.494475	1.882478	0.726825	0.072293	0.182709	0.018173	
773000	-40.040282	204	1.699463	2.133363	2.650958	2.271374	0.717106	0.162818	0.097858	0.022218	
774000	-39.653795	69	1.076375	1.685546	2.723549	2.443572	0.611981	0.242141	0.104522	0.041356	
775000	-43.011960	279	0.254531	5.144370	2.793131	0.677604	0.241739	0.002438	0.748276	0.007547	
776000	-43.437684	440	1.404477	8.526031	4.434658	1.776954	0.426597	0.066988	0.437686	0.068729	
777000	-45.987544	131	1.211844	2.703554	2.626491	0.359508	0.789498	0.001959	0.208026	0.000516	
778000	-43.796249	86	1.705138	3.889014	3.906948	6.094115	0.375102	0.296951	0.183041	0.144905	
779000	-43.324788	436	0.534154	0.780319	1.723904	1.112135	0.897577	0.084092	0.016761	0.001570	
780000	-43.598880	76	0.087170	3.662261	4.956689	3.365541	0.019783	0.010923	0.624496	0.344798	
781000	-40.748061	43	0.876511	1.431392	0.822292	3.135996	0.404883	0.556359	0.016325	0.022433	
782000	-43.459823	166	0.708780	5.332234	4.088630	5.450325	0.174841	0.125089	0.408098	0.291972	
783000	-43.653442	196	0.897434	6.589116	5.315359	2.564933	0.325959	0.080474	0.476040	0.117527	
784000	-44.449030	494	1.181404	7.890682	3.558946	1.426405	0.516547	0.009004	0.466319	0.008129	
785000	-39.748763	481	1.351744	2.596506	3.188846	1.964216	0.803920	0.074682	0.111079	0.010319	
786000	-40.891103	183	1.592191	1.967934	2.201531	4.525862	0.495932	0.422380	0.044115	0.037573	
787000	-43.128557	110	0.047476	3.519857	2.256387	0.964126	0.005152	0.000117	0.972595	0.022136	
788000	-46.043759	482	2.881029	0.088881	3.461138	3.649364	0.739757	0.260090	0.000113	0.000040	
789000	-41.289392	45	0.848099	0.511911	1.906108	1.902818	0.701431	0.292642	0.004182	0.001745	
790000	-41.839766	260	2.159049	3.538032	3.261191	1.093180	0.699281	0.023764	0.267852	0.009103	
791000	-41.999489	257	1.616915	2.745515	4.479350	0.609451	0.795332	0.015391	0.185683	0.003593	
792000	-41.682489	391	0.922897	3.492106	0.956127	3.061383	0.315104	0.354473	0.155498	0.174926	
793000	-39.768947	38	0.513901	2.715752	1.894080	1.939339	0.553797	0.092467	0.303124	0.050612	
794000	-40.593711	371	0.591745	1.867633	3.800854	0.717405	0.784092	0.016686	0.195071	0.004151	
795000	-41.108998	38	1.485887	5.922530	2.710961	3.544170	0.379633	0.154221	0.331485	0.134661	
796000	-40.447906	48	0.944085	1.830919	3.079800	1.404013	0.915810	0.032063	0.050364	0.001763	
797000	-42.919731	388	1.665267	3.194342	4.219053	3.057922	0.609988	0.167439	0.174636	0.047937	
798000	-43.363044	498	2.021896	1.078193	4.848856	4.408323	0.699782	0.289843	0.007336	0.003039	
799000	-42.045464	394	2.131935	0.581749	4.851583	1.680146	0.923746	0.070912	0.004962	0.000381	
800000	-44.864132	105	2.449443	5.330934	2.181093	0.624744	0.630311	0.004540	0.362537	0.002611	
801000	-40.821730	264	0.452450	2.784638	2.676831	2.280195	0.354041	0.108478	0.411422	0.126059	
802000	-44.497429	6	1.257587	1.163010	6.599561	4.081973	0.626056	0.339063	0.022627	0.012254	
803000	-40.226574	187	0.643612	1.934755	4.514572	2.572900	0.688521	0.172684	0.110965	0.027830	
804000	-41.848443	374	2.477486	6.661814	3.750028	1.747266	0.521130	0.048938	0.393024	0.036908	
805000	-41.562410	379	0.485636	2.125054	5.122244	4.923132	0.347892	0.308290	0.182284	0.161534	
806000	-41.566024	246	1.512924	0.230731	3.851876	2.449088	0.742361	0.255908	0.001287	0.000444	
807000	-45.447026	258	0.997844	0.157792	3.654784	5.217510	0.599398	0.400127	0.000285	0.000190	
808000	-44.962302	102	2.124570	3.138463	2.379570	5.114421	0.414061	0.345308	0.131209	0.109422	
809000	-47.404170	458	0.078631	3.109847	2.061778	7.282708	0.071528	0.065687	0.449757	0.413029	
810000	-41.035755	159	0.734470	0.375568	3.820213	1.684310	0.929400	0.068467	0.001986	0.000146	
811000	-43.431986	164	2.242185	5.655442	3.385936	4.526661	0.328282	0.236668	0.252799	0.182250	
812000	-40.627484	257	0.656802	0.738478	2.695715	1.330056	0.904025	0.082152	0.012672	0.001152	
813000	-40.826043	26	0.892522	1.256161	3.643425	1.902711	0.836644	0.125725	0.032715	0.004916	
814000	-39.851797	31	0.453800	1.929817	2.008397	1.078024	0.866733	0.034950	0.094507	0.003811	
815000	-40.665597	246	0.896680	2.129663	2.775226	0.321662	0.794376	0.004242	0.200313	0.001070	
816000	-40.893636	39	1.296075	2.208864	4.577304	3.235844	0.570757	0.265105	0.112080	0.052059	
817000	-40.512756	413	0.701315	2.862331	3.199301	1.379367	0.704737	0.050006	0.229007	0.016250	
818000	-41.485839	340	1.375193	6.239158	3.937502	1.353550	0.497496	0.031552	0.442865	0.028087	
819000	-44.825495	413	1.115037	6.066489	0.697543	2.765671	0.218632	0.305029	0.198874	0.277465	
820000	-40.062294	124	1.312376	2.350888	1.460220	2.503536	0.538522	0.324078	0.085779	0.051621	
821000	-40.968803	97	2.510817	2.068255	3.313795	0.849366	0.877085	0.020621	0.099944	0.002350	
822000	-44.362912	237	1.441651	5.753890	5.309481	3.011296	0.393371	0.140351	0.343662	0.122615	
823000	-43.148065	500	0.546829	5.961404	4.224183	2.016627	0.275608	0.042617	0.590471	0.091304	
824000	-44.341697	238	1.569478	2.696321	1.281130	1.490097	0.322136	0.307000	0.189893	0.180971	
825000	-39.485275	68	0.995787	3.928453	2.552769	2.820114	0.763680	0.063770	0.159252	0.013298	
826000	-42.573387	312	3.517735	6.538917	2.592856	1.728685	0.549983	0.070581	0.336280	0.043156	
827000	-41.478444	246	0.241301	5.121679	3.220806	1.373985	0.117706	0.015322	0.767112	0.099860	
828000	-41.693687	153	1.543299	4.348269	3.711711	2.047499	0.531403	0.093094	0.319526	0.055976	
829000	-42.429990	157	0.976468	2.593593	3.861841	0.992270	0.650210	0.038937	0.293289	0.017563	
830000	-44.401473	189	3.308540	5.498857	1.289107	2.079889	0.434023	0.185109	0.266996	0.113873	
831000	-40.724796	359	1.428266	5.360484	4.683789	1.603631	0.522818	0.043209	0.400844	0.033129	
832000	-43.925094	229	2.781708	3.057458	4.349376	4.886825	0.571702	0.267642	0.109428	0.051229	
833000	-42.660818	128	1.075736	4.007992	3.043722	1.029465	0.481711	0.040322	0.441048	0.036918	
834000	-41.885864	180	1.073720	0.510615	1.440105	2.234862	0.651540	0.340604	0.005159	0.002697	
835000	-42.117307	415	0.857510	0.720010	2.990121	2.702661	0.710616	0.273746	0.011289	0.004349	
836000	-40.833789	339	1.004365	1.394216	4.029292	1.244946	0.897913	0.050268	0.049071	0.002747	
837000	-41.975132	147	2.986260	4.575495	2.261459	2.519220	0.470627	0.200033	0.231110	0.098230	
838000	-39.380725	359	0.826608	5.161344	1.977562	0.835298	0.449067	0.010192	0.528742	0.012000	
839000	-42.019240	187	1.161485	0.436931	1.957521	0.230116	0.992829	0.001833	0.005328	0.000010	
840000	-40.900513	359	1.455217	5.568526	4.769254	1.676813	0.507825	0.046351	0.408536	0.037289	
841000	-41.613821	270	0.978715	1.802026	2.217952	2.456727	0.708316	0.177135	0.091633	0.022916	
842000	-41.667290	423	1.061618	4.008236	4.328793	3.470856	0.519612	0.173554	0.230009	0.076825	
843000	-40.198271	481	1.828572	3.707685	2.154848	2.639474	0.648746	0.136218	0.177720	0.037316	
844000	-43.355715	385	2.513716	4.380366	4.095538	4.911881	0.423207	0.268533	0.188594	0.119666	
845000	-41.707922	260	0.867269	1.192758	3.243909	0.743809	0.932558	0.014284	0.052356	0.000802	
846000	-40.356124	187	1.069382	1.778359	4.620957	4.125577	0.620026	0.283678	0.066068	0.030228	
847000	-40.446117	68	2.208214	5.009817	3.314398	2.083411	0.772839	0.028316	0.191817	0.007028	
848000	-45.503678	90	3.065251	4.425509	6.069142	1.000026	0.574455	0.053469	0.340393	0.031683	
849000	-42.764340	86	1.455177	5.383763	4.560953	0.948487	0.515939	0.021532	0.443999	0.018529	
850000	-42.507967	409	2.183493	2.786904	1.283410	2.240513	0.412285	0.318107	0.152186	0.117422	
851000	-42.388307	483	0.410933	1.841944	2.821018	1.775800	0.729644	0.076071	0.175942	0.018343	
852000	-40.459685	307	0.641106	2.023668	1.896923	2.523443	0.616391	0.208832	0.130547	0.044229	
853000	-41.851872	90	1.175674	3.266017	4.622539	5.705567	0.356682	0.281017	0.202644	0.159657	
854000	-42.442924	180	0.879183	2.781009	5.113519	1.987558	0.549004	0.105942	0.289239	0.055815	
855000	-41.737218	327	0.886185	5.814397	4.195235	4.686512	0.170272	0.132121	0.392810	0.304797	
856000	-39.399901	58	1.395479	3.316484	3.506149	2.099321	0.714756	0.084246	0.179805	0.021193	
857000	-44.976556	73	1.978223	1.183962	2.343600	5.055047	0.517458	0.436152	0.025172	0.021217	
858000	-40.853555	86	1.129215	3.937594	2.539145	1.696454	0.521246	0.086770	0.336044	0.055940	
859000	-40.213791	183	1.963650	2.812027	2.633826	3.097829	0.580101	0.255185	0.114392	0.050321	
860000	-39.854195	97	1.274923	2.688027	2.375819	3.195493	0.581275	0.247712	0.119912	0.051101	
861000	-43.309566	451	2.628665	2.665069	0.599239	1.897258	0.357933	0.502526	0.058046	0.081495	
862000	-39.968582	201	1.353533	6.360663	2.268223	1.146852	0.537958	0.022526	0.421851	0.017665	
863000	-41.740359	117	2.287194	4.230086	2.710383	2.801021	0.374485	0.215781	0.259950	0.149785	
864000	-43.104966	146	1.861055	2.518816	5.756264	2.359365	0.626548	0.189781	0.140971	0.042700	
865000	-41.544259	174	0.877227	0.671231	3.271828	2.438519	0.729960	0.250622	0.014455	0.004963	
866000	-41.645809	431	0.534799	0.825337	4.521760	2.407054	0.771396	0.212399	0.012706	0.003499	
867000	-43.403968	163	1.153240	7.729879	4.895849	4.217137	0.223055	0.120465	0.426268	0.230212	
868000	-41.805140	35	1.400964	4.476508	4.822632	2.784502	0.327235	0.159925	0.344485	0.168355	
869000	-47.235319	275	0.968006	1.441244	4.669004	9.704099	0.485593	0.453568	0.031457	0.029382	
870000	-46.256536	473	2.345532	8.543556	1.842482	6.104824	0.178928	0.303005	0.192343	0.325724	
871000	-41.535813	355	0.744831	2.592751	2.641628	4.129612	0.281846	0.309838	0.194499	0.213816	
872000	-44.257608	215	3.161522	4.221071	3.257295	4.112007	0.442299	0.241530	0.204498	0.111672	
873000	-39.665951	97	1.698228	3.363728	3.075639	0.991960	0.733352	0.023778	0.235243	0.007627	
874000	-41.357636	47	1.715325	1.455905	2.413411	3.386654	0.547708	0.379427	0.043045	0.029819	
875000	-48.831606	183	2.287663	1.169844	13.479612	5.860811	0.525335	0.449307	0.013668	0.011690	
876000	-42.825995	478	0.410116	0.313518	1.968666	1.329750	0.918309	0.079482	0.002033	0.000176	
877000	-43.628816	278	2.391351	2.734898	4.002700	0.932399	0.825557	0.020049	0.150734	0.003661	
878000	-43.016001	429	2.092236	4.865953	5.632294	3.316584	0.443579	0.194746	0.251332	0.110343	
879000	-41.961912	263	0.870591	5.206334	5.533635	3.661545	0.309241	0.104778	0.437684	0.148297	
880000	-41.884250	246	1.772051	4.737183	3.751136	4.400865	0.346549	0.240408	0.243868	0.169176	
881000	-43.613792	474	2.725048	0.453560	3.436230	1.486041	0.933144	0.062436	0.004143	0.000277	
882000	-40.434403	198	1.603636	3.242150	1.616325	2.827250	0.531827	0.226081	0.169878	0.072215	
883000	-43.566281	374	1.403220	9.242693	4.398041	3.197530	0.350479	0.111063	0.408887	0.129571	
884000	-42.800241	348	2.305534	3.070208	1.936413	2.172616	0.624677	0.167569	0.163812	0.043942	
885000	-42.506586	431	1.905730	2.009951	0.745344	2.262190	0.337965	0.560812	0.038062	0.063160	
886000	-43.033809	450	1.072646	4.399853	0.955626	3.538877	0.173421	0.355250	0.154611	0.316718	
887000	-43.355431	308	1.044995	1.891443	3.974935	0.391338	0.872247	0.005175	0.121855	0.000723	
888000	-43.431657	268	0.966305	4.547067	2.226319	3.453242	0.408615	0.203152	0.259311	0.128922	
889000	-43.924531	89	0.187361	2.993851	2.860890	1.157218	0.251069	0.013280	0.698695	0.036956	
890000	-43.252030	475	2.108696	0.544785	3.823403	0.851946	0.963349	0.029009	0.007419	0.000223	
891000	-38.933678	43	1.452915	2.460254	2.942305	3.095734	0.670833	0.206998	0.093361	0.028808	
892000	-42.048864	51	0.337116	5.044798	2.520450	1.767798	0.067287	0.014470	0.755723	0.162520	
893000	-40.641626	385	1.163797	1.242157	3.374349	3.376075	0.655386	0.300285	0.030401	0.013929	
894000	-40.256586	359	1.878655	1.550885	1.570365	3.037754	0.591397	0.365271	0.026787	0.016545	
895000	-42.086790	256	1.459053	1.904046	1.949637	0.112536	0.910334	0.000299	0.089337	0.000029	
896000	-42.269330	43	2.650094	3.370491	2.290794	4.888648	0.456385	0.331804	0.122645	0.089166	
897000	-41.224136	13	0.543483	2.053684	2.121412	2.633438	0.700693	0.190296	0.085729	0.023282	
898000	-46.744972	348	0.973687	3.010099	2.498544	7.984408	0.337120	0.387803	0.127923	0.147155	
899000	-42.689804	159	2.644743	1.008580	2.922755	2.367832	0.846184	0.135233	0.016023	0.002561	
900000	-39.467953	201	1.328723	5.483412	2.629753	0.967021	0.583157	0.016737	0.388944	0.011163	
901000	-39.641399	458	1.074404	3.049340	2.980604	0.041852	0.837571	0.000028	0.162395	0.000006	
902000	-41.982456	264	2.137959	4.376515	4.113798	2.663804	0.423302	0.155433	0.308125	0.113140	
903000	-41.133129	64	1.069808	0.625227	2.093835	1.578268	0.879898	0.108350	0.010464	0.001289	
904000	-44.866415	55	3.200452	1.824421	1.472953	1.637151	0.898771	0.058465	0.040152	0.002612	
905000	-46.128865	381	0.820395	0.108113	4.033855	1.750095	0.843423	0.156317	0.000219	0.000041	
906000	-42.255930	245	2.278488	2.646465	3.133843	5.008606	0.477787	0.359713	0.092705	0.069795	
907000	-42.218927	339	1.550216	3.701666	1.717005	2.059462	0.525003	0.175322	0.224653	0.075022	
908000	-42.489575	430	1.290584	1.673446	1.387545	0.633054	0.918349	0.012083	0.068665	0.000903	
909000	-46.872207	170	0.493014	10.707951	3.960728	4.160934	0.140448	0.095874	0.453861	0.309817	
910000	-42.435217	137	1.099856	1.369106	2.959147	4.863255	0.558078	0.382100	0.035509	0.024312	
911000	-41.798288	147	2.616197	6.437469	2.335476	1.507366	0.499494	0.063895	0.387094	0.049517	
912000	-44.202768	417	2.409204	9.121999	1.633756	2.448002	0.337845	0.156400	0.345713	0.160042	
913000	-39.920962	183	1.380745	4.905538	2.950891	1.374941	0.550132	0.041764	0.379309	0.028796	
914000	-42.420946	259	1.242244	3.804659	2.701774	2.927689	0.374475	0.196472	0.281409	0.147644	
915000	-43.814680	343	0.407342	1.101360	2.036799	1.736433	0.844316	0.094951	0.054594	0.006140	
916000	-42.325256	97	1.911619	4.055731	3.054746	5.819371	0.380152	0.308709	0.171704	0.139435	
917000	-40.914970	263	1.969960	4.800145	2.837004	2.145313	0.562309	0.079699	0.313550	0.044441	
918000	-39.408958	359	0.469031	1.261828	2.354174	1.484060	0.886462	0.074314	0.036190	0.003034	
919000	-40.000339	204	0.847104	2.612611	2.285340	2.762315	0.582343	0.215702	0.147369	0.054586	
920000	-41.228848	29	1.227863	2.948870	5.067717	1.625628	0.749968	0.070959	0.163595	0.015479	
921000	-41.985093	208	0.245446	1.798722	3.172397	1.102882	0.612741	0.037019	0.330286	0.019954	
922000	-44.797035	429	1.730096	1.308267	1.185513	5.227589	0.292766	0.668995	0.011640	0.026599	
923000	-42.997657	418	1.916301	5.856267	0.967397	3.420966	0.191812	0.360711	0.155344	0.292132	
924000	-42.864849	374	2.913867	8.460192	2.266262	2.094554	0.461429	0.068110	0.409950	0.060511	
925000	-42.282814	379	1.924131	5.487237	1.953039	0.848997	0.446220	0.032622	0.485653	0.035505	
926000	-39.549640	404	0.895371	1.361870	3.844421	0.923127	0.941368	0.024751	0.033013	0.000868	
927000	-42.018123	413	1.328240	1.777426	1.234601	2.226012	0.663551	0.255993	0.058058	0.022398	
928000	-42.179456	64	0.281900	2.170611	2.638113	1.167645	0.755027	0.044741	0.189031	0.011202	
929000	-39.064941	43	0.733678	4.333618	3.260452	2.244241	0.487382	0.077799	0.374965	0.059854	
930000	-42.874184	444	0.823616	6.424945	4.810981	1.718991	0.442545	0.029786	0.494392	0.033276	
931000	-45.786512	250	1.015613	0.662196	5.807438	7.405323	0.536013	0.452602	0.006173	0.005212	
932000	-43.570278	434	1.422862	5.870330	1.628172	1.662158	0.500718	0.059845	0.392523	0.046914	
933000	-41.537298	208	1.604673	2.645400	3.610463	5.570703	0.458073	0.341682	0.114694	0.085552	
934000	-42.133526	133	1.201862	4.074729	2.423499	1.922768	0.471486	0.111771	0.336882	0.079862	
935000	-42.775851	264	0.161292	7.699415	3.506797	3.552588	0.016549	0.009714	0.613576	0.360160	
936000	-41.912267	391	0.985227	2.197198	1.602520	4.105003	0.442869	0.407571	0.077884	0.071677	
937000	-45.500519	427	0.120899	8.099382	3.388495	3.194040	0.021535	0.007663	0.716003	0.254799	
938000	-41.815252	450	1.159477	1.636257	4.343404	1.984574	0.772625	0.136600	0.077137	0.013638	
939000	-41.577271	359	3.003487	1.384568	2.071618	0.432444	0.959568	0.004304	0.035967	0.000161	
940000	-40.463518	43	1.189832	4.739940	1.899435	3.635449	0.391362	0.216956	0.251989	0.139693	
941000	-40.240010	43	1.199533	1.473801	0.851421	1.374106	0.796432	0.163214	0.033490	0.006863	
942000	-42.071939	161	2.579200	1.797129	4.991251	2.084483	0.724198	0.166491	0.088878	0.020433	
943000	-43.618347	271	0.595320	5.355374	1.651885	2.793753	0.287846	0.088681	0.476631	0.146842	
944000	-42.880327	173	0.821077	4.013884	3.787517	3.807224	0.277170	0.167164	0.346618	0.209048	
945000	-41.364481	340	2.213346	3.561210	3.844125	2.626950	0.595940	0.148627	0.204444	0.050988	
946000	-41.972060	396	2.049903	2.200695	4.587828	1.666716	0.820121	0.074975	0.096117	0.008787	
947000	-40.508381	68	1.689094	1.205055	4.329613	0.865206	0.988112	0.004375	0.007480	0.000033	
948000	-40.752625	68	2.112523	0.355465	3.559000	2.072820	0.964614	0.034825	0.000541	0.000020	
949000	-42.621423	348	1.211164	5.641575	3.222053	3.615789	0.323682	0.150366	0.359122	0.166830	
950000	-40.018687	43	0.474508	5.761007	1.887138	1.074467	0.298994	0.011427	0.664196	0.025384	
951000	-44.350004	187	2.357282	9.121439	4.576347	5.355611	0.344620	0.203115	0.284553	0.167712	
952000	-43.168320	191	1.819859	4.996653	4.820198	5.093091	0.339615	0.257191	0.229439	0.173755	
953000	-41.271944	481	1.831183	4.408847	1.047273	2.018536	0.567524	0.157082	0.215693	0.059701	
954000	-40.023979	198	0.869881	4.528975	2.027056	2.745711	0.355923	0.108753	0.410037	0.125287	
955000	-39.693790	38	1.543325	2.811668	2.230616	0.531711	0.807377	0.005639	0.185686	0.001297	
956000	-42.717781	235	0.848354	1.246589	5.007389	3.802446	0.652699	0.293693	0.036972	0.016636	
957000	-46.253487	50	1.832809	0.291675	5.173466	6.868986	0.522472	0.475682	0.000966	0.000880	
958000	-44.057160	177	3.154505	1.861057	4.419300	3.896799	0.566908	0.320944	0.071608	0.040540	
959000	-44.825286	464	1.662238	6.813590	4.133343	5.420665	0.264882	0.217494	0.284238	0.233386	
960000	-40.992705	282	2.297166	1.820517	3.802982	0.744671	0.920488	0.015897	0.062535	0.001080	
961000	-47.129581	93	0.615010	7.825138	1.222409	3.140376	0.098750	0.094063	0.413403	0.393784	
962000	-41.194318	409	0.966678	2.519519	3.499267	2.240973	0.515766	0.187251	0.217881	0.079102	
963000	-44.081742	414	2.669550	3.121814	2.699800	5.295527	0.667337	0.246893	0.062607	0.023163	
964000	-42.422706	208	0.311005	6.476090	1.870064	0.688301	0.112709	0.003129	0.860281	0.023881	
965000	-41.018071	47	1.534929	2.359356	3.209675	3.763267	0.497506	0.316929	0.113354	0.072211	
966000	-43.207498	82	0.224852	5.512885	2.841162	1.723816	0.060386	0.010185	0.795295	0.134134	
967000	-45.560243	68	3.077681	3.492995	3.513097	8.514479	0.579882	0.322346	0.062841	0.034932	
968000	-44.402785	60	0.285974	1.981252	5.669147	1.222747	0.661983	0.043202	0.276753	0.018061	
969000	-39.810944	58	1.439491	2.561255	3.417903	3.065488	0.703827	0.167528	0.103911	0.024733	
970000	-42.543189	445	1.257280	3.561990	3.132304	2.591482	0.321995	0.144539	0.368191	0.165275	
971000	-41.431722	309	0.793506	2.520108	4.498918	1.872212	0.719127	0.090772	0.168795	0.021306	
972000	-41.862224	209	1.589020	1.101359	3.403206	1.316602	0.919982	0.052614	0.025922	0.001482	
973000	-43.927950	123	1.809116	1.687494	1.986218	3.644013	0.661867	0.294295	0.030346	0.013493	
974000	-40.439258	230	1.894484	2.879510	2.957203	3.174373	0.639782	0.193381	0.128113	0.038724	
975000	-40.349181	451	1.446853	1.580867	2.167476	3.270471	0.595300	0.348150	0.035682	0.020868	
976000	-41.859782	30	1.710287	2.286175	4.615438	4.649007	0.514000	0.342812	0.085899	0.057290	
