Default schedule
Rate	71.43
CV	28.57
Rate Tried	% Accepted	CV Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
292	0.321918	108	0.435185	0.814570	400	0.352500	0.352500	0.322792	
364	0.313187	136	0.455882	0.814570	500	0.352000	0.352000	0.322807	
443	0.300226	157	0.471338	0.814570	600	0.345000	0.345000	0.322800	
516	0.288760	184	0.478261	0.814570	700	0.338571	0.338571	0.322788	
582	0.298969	218	0.472477	0.814570	800	0.346250	0.346250	0.322829	
655	0.288550	245	0.477551	0.814570	900	0.340000	0.340000	0.322812	
727	0.283356	273	0.476190	0.814570	1000	0.336000	0.336000	0.322799	
72	0.236111	28	0.392857	0.814570	100	0.280000	0.280000	0.322776	
143	0.251748	57	0.438596	0.814570	200	0.305000	0.305000	0.322780	
211	0.255924	89	0.449438	0.814570	300	0.313333	0.313333	0.322784	
279	0.275986	121	0.421488	0.814570	400	0.320000	0.320000	0.322793	
350	0.271429	150	0.406667	0.814570	500	0.312000	0.312000	0.322770	
425	0.272941	175	0.405714	0.814570	600	0.311667	0.311667	0.322764	
494	0.267206	206	0.417476	0.814570	700	0.311429	0.311429	0.322757	
575	0.267826	225	0.422222	0.814570	800	0.311250	0.311250	0.322750	
647	0.255023	253	0.438735	0.814570	900	0.306667	0.306667	0.322722	
722	0.250693	278	0.446043	0.814570	1000	0.305000	0.305000	0.322704	
70	0.214286	30	0.566667	0.814570	100	0.320000	0.320000	0.322703	
146	0.184932	54	0.592593	0.814570	200	0.295000	0.295000	0.322675	
214	0.214953	86	0.558140	0.814570	300	0.313333	0.313333	0.322689	
280	0.225000	120	0.516667	0.814570	400	0.312500	0.312500	0.322682	
347	0.244957	153	0.496732	0.814570	500	0.322000	0.322000	0.322702	
423	0.274232	177	0.491525	0.814570	600	0.338333	0.338333	0.322754	
486	0.296296	214	0.481308	0.814570	700	0.352857	0.352857	0.322817	
553	0.300181	247	0.485830	0.814570	800	0.357500	0.357500	0.322852	
623	0.296950	277	0.490975	0.814570	900	0.356667	0.356667	0.322867	
693	0.292929	307	0.491857	0.814570	1000	0.354000	0.354000	0.322871	
69	0.202899	31	0.451613	0.814570	100	0.280000	0.280000	0.322848	
141	0.290780	59	0.474576	0.814570	200	0.345000	0.345000	0.322894	
218	0.339450	82	0.463415	0.814570	300	0.373333	0.373333	0.322951	
281	0.355872	119	0.504202	0.814570	400	0.400000	0.400000	0.323034	
356	0.356742	144	0.486111	0.814570	500	0.394000	0.394000	0.323059	
431	0.373550	169	0.479290	0.814570	600	0.403333	0.403333	0.323127	
507	0.362919	193	0.476684	0.814570	700	0.394286	0.394286	0.323136	
574	0.365854	226	0.464602	0.814570	800	0.393750	0.393750	0.323171	
646	0.346749	254	0.460630	0.814570	900	0.378889	0.378889	0.323138	
716	0.339385	284	0.461268	0.814570	1000	0.374000	0.374000	0.323141	
63	0.206349	37	0.594595	0.814570	100	0.350000	0.350000	0.323155	
141	0.276596	59	0.525424	0.814570	200	0.350000	0.350000	0.323170	
211	0.308057	89	0.516854	0.814570	300	0.370000	0.370000	0.323215	
278	0.302158	122	0.475410	0.814570	400	0.355000	0.355000	0.323208	
347	0.293948	153	0.503268	0.814570	500	0.358000	0.358000	0.323233	
419	0.284010	181	0.502762	0.814570	600	0.350000	0.350000	0.323226	
488	0.272541	212	0.509434	0.814570	700	0.344286	0.344286	0.323219	
559	0.255814	241	0.506224	0.814570	800	0.331250	0.331250	0.323175	
631	0.255151	269	0.509294	0.814570	900	0.331111	0.331111	0.323179	
705	0.259574	295	0.498305	0.814570	1000	0.330000	0.330000	0.323177	
73	0.260274	27	0.481481	0.814570	100	0.320000	0.320000	0.323176	
150	0.273333	50	0.440000	0.814570	200	0.315000	0.315000	0.323169	
223	0.295964	77	0.493506	0.814570	300	0.346667	0.346667	0.323214	
291	0.261168	109	0.513761	0.814570	400	0.330000	0.330000	0.323192	
364	0.271978	136	0.507353	0.814570	500	0.336000	0.336000	0.323211	
437	0.263158	163	0.521472	0.814570	600	0.333333	0.333333	0.323209	
514	0.262646	186	0.516129	0.814570	700	0.330000	0.330000	0.323202	
577	0.270364	223	0.502242	0.814570	800	0.335000	0.335000	0.323227	
641	0.258970	259	0.505792	0.814570	900	0.330000	0.330000	0.323209	
711	0.251758	289	0.498270	0.814570	1000	0.323000	0.323000	0.323176	
78	0.269231	22	0.681818	0.814570	100	0.360000	0.360000	0.323196	
155	0.303226	45	0.488889	0.814570	200	0.345000	0.345000	0.323199	
217	0.244240	83	0.530120	0.814570	300	0.323333	0.323333	0.323177	
291	0.278351	109	0.532110	0.814570	400	0.347500	0.347500	0.323227	
356	0.280899	144	0.548611	0.814570	500	0.358000	0.358000	0.323267	
427	0.266979	173	0.531792	0.814570	600	0.343333	0.343333	0.323239	
496	0.260081	204	0.534314	0.814570	700	0.340000	0.340000	0.323238	
566	0.254417	234	0.538462	0.814570	800	0.337500	0.337500	0.323236	
630	0.271429	270	0.522222	0.814570	900	0.346667	0.346667	0.323286	
704	0.281250	296	0.500000	0.814570	1000	0.346000	0.346000	0.323295	
63	0.269841	37	0.378378	0.814570	100	0.310000	0.310000	0.323288	
143	0.314685	57	0.403509	0.814570	200	0.340000	0.340000	0.323313	
211	0.303318	89	0.438202	0.814570	300	0.343333	0.343333	0.323326	
283	0.300353	117	0.444444	0.814570	400	0.342500	0.342500	0.323335	
357	0.302521	143	0.440559	0.814570	500	0.342000	0.342000	0.323344	
425	0.310588	175	0.428571	0.814570	600	0.345000	0.345000	0.323363	
494	0.315789	206	0.427184	0.814570	700	0.348571	0.348571	0.323387	
559	0.309481	241	0.423237	0.814570	800	0.343750	0.343750	0.323380	
636	0.308176	264	0.405303	0.814570	900	0.336667	0.336667	0.323358	
705	0.297872	295	0.403390	0.814570	1000	0.329000	0.329000	0.323325	
67	0.313433	33	0.272727	0.814570	100	0.300000	0.300000	0.323313	
135	0.333333	65	0.369231	0.814570	200	0.345000	0.345000	0.323347	
211	0.322275	89	0.438202	0.814570	300	0.356667	0.356667	0.323376	
280	0.303571	120	0.433333	0.814570	400	0.342500	0.342500	0.323364	
351	0.299145	149	0.456376	0.814570	500	0.346000	0.346000	0.323383	
429	0.291375	171	0.450292	0.814570	600	0.336667	0.336667	0.323366	
506	0.292490	194	0.469072	0.814570	700	0.341429	0.341429	0.323390	
575	0.306087	225	0.471111	0.814570	800	0.352500	0.352500	0.323445	
644	0.293478	256	0.472656	0.814570	900	0.344444	0.344444	0.323423	
720	0.295833	280	0.485714	0.814570	1000	0.349000	0.349000	0.323457	
73	0.273973	27	0.407407	0.814570	100	0.310000	0.310000	0.323450	
149	0.208054	51	0.431373	0.814570	200	0.265000	0.265000	0.323397	
224	0.218750	76	0.460526	0.814570	300	0.280000	0.280000	0.323390	
294	0.210884	106	0.443396	0.814570	400	0.272500	0.272500	0.323352	
364	0.255495	136	0.404412	0.814570	500	0.296000	0.296000	0.323387	
441	0.274376	159	0.408805	0.814570	600	0.310000	0.310000	0.323416	
516	0.281008	184	0.423913	0.814570	700	0.318571	0.318571	0.323440	
586	0.291809	214	0.420561	0.814570	800	0.326250	0.326250	0.323469	
664	0.286145	236	0.427966	0.814570	900	0.323333	0.323333	0.323457	
735	0.297959	265	0.422642	0.814570	1000	0.331000	0.331000	0.323496	
76	0.263158	24	0.583333	0.814570	100	0.340000	0.340000	0.323504	
147	0.272109	53	0.490566	0.814570	200	0.330000	0.330000	0.323502	
220	0.318182	80	0.500000	0.814570	300	0.366667	0.366667	0.323562	
285	0.315789	115	0.513043	0.814570	400	0.372500	0.372500	0.323596	
361	0.329640	139	0.539568	0.814570	500	0.388000	0.388000	0.323661	
430	0.309302	170	0.529412	0.814570	600	0.371667	0.371667	0.323644	
503	0.310139	197	0.543147	0.814570	700	0.375714	0.375714	0.323683	
567	0.315697	233	0.536481	0.814570	800	0.380000	0.380000	0.323727	
634	0.298107	266	0.522556	0.814570	900	0.364444	0.364444	0.323684	
702	0.294872	298	0.516779	0.814570	1000	0.361000	0.361000	0.323687	
66	0.257576	34	0.529412	0.814570	100	0.350000	0.350000	0.323701	
138	0.231884	62	0.483871	0.814570	200	0.310000	0.310000	0.323673	
210	0.223810	90	0.500000	0.814570	300	0.306667	0.306667	0.323661	
288	0.232639	112	0.446429	0.814570	400	0.292500	0.292500	0.323624	
358	0.234637	142	0.443662	0.814570	500	0.294000	0.294000	0.323612	
433	0.237875	167	0.431138	0.814570	600	0.291667	0.291667	0.323589	
510	0.237255	190	0.447368	0.814570	700	0.294286	0.294286	0.323582	
579	0.236615	221	0.447964	0.814570	800	0.295000	0.295000	0.323571	
647	0.236476	253	0.430830	0.814570	900	0.291111	0.291111	0.323538	
722	0.231302	278	0.442446	0.814570	1000	0.290000	0.290000	0.323516	
68	0.264706	32	0.375000	0.814570	100	0.300000	0.300000	0.323504	
137	0.313869	63	0.365079	0.814570	200	0.330000	0.330000	0.323523	
205	0.317073	95	0.400000	0.814570	300	0.343333	0.343333	0.323546	
272	0.283088	128	0.398438	0.814570	400	0.320000	0.320000	0.323509	
341	0.255132	159	0.408805	0.814570	500	0.304000	0.304000	0.323467	
410	0.268293	190	0.436842	0.814570	600	0.321667	0.321667	0.323511	
488	0.250000	212	0.443396	0.814570	700	0.308571	0.308571	0.323463	
559	0.245081	241	0.452282	0.814570	800	0.307500	0.307500	0.323451	
630	0.246032	270	0.470370	0.814570	900	0.313333	0.313333	0.323470	
703	0.244666	297	0.451178	0.814570	1000	0.306000	0.306000	0.323428	
67	0.283582	33	0.484848	0.814570	100	0.350000	0.350000	0.323441	
142	0.295775	58	0.465517	0.814570	200	0.345000	0.345000	0.323449	
203	0.261084	97	0.432990	0.814570	300	0.316667	0.316667	0.323417	
277	0.281588	123	0.455285	0.814570	400	0.335000	0.335000	0.323451	
361	0.277008	139	0.460432	0.814570	500	0.328000	0.328000	0.323439	
435	0.275862	165	0.478788	0.814570	600	0.331667	0.331667	0.323453	
509	0.257367	191	0.476440	0.814570	700	0.317143	0.317143	0.323406	
585	0.256410	215	0.483721	0.814570	800	0.317500	0.317500	0.323404	
658	0.250760	242	0.483471	0.814570	900	0.313333	0.313333	0.323382	
734	0.250681	266	0.484962	0.814570	1000	0.313000	0.313000	0.323375	
66	0.333333	34	0.411765	0.814570	100	0.360000	0.360000	0.323394	
143	0.377622	57	0.403509	0.814570	200	0.385000	0.385000	0.323437	
214	0.331776	86	0.453488	0.814570	300	0.366667	0.366667	0.323440	
289	0.356401	111	0.450450	0.814570	400	0.382500	0.382500	0.323494	
364	0.324176	136	0.441176	0.814570	500	0.356000	0.356000	0.323457	
439	0.334852	161	0.428571	0.814570	600	0.360000	0.360000	0.323485	
513	0.350877	187	0.411765	0.814570	700	0.367143	0.367143	0.323529	
589	0.349745	211	0.398104	0.814570	800	0.362500	0.362500	0.323532	
664	0.350904	236	0.398305	0.814570	900	0.363333	0.363333	0.323555	
738	0.356369	262	0.416031	0.814570	1000	0.372000	0.372000	0.323618	
76	0.263158	24	0.416667	0.814570	100	0.300000	0.300000	0.323607	
152	0.236842	48	0.458333	0.814570	200	0.290000	0.290000	0.323585	
230	0.256522	70	0.528571	0.814570	300	0.320000	0.320000	0.323613	
294	0.272109	106	0.500000	0.814570	400	0.332500	0.332500	0.323636	
372	0.276882	128	0.523438	0.814570	500	0.340000	0.340000	0.323659	
