Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionOFF_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2760883259
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionOFF_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	
161200	-1934.965800	1	7.205613	19.625473	0.138573	0.861427	
161300	-1935.301855	1	8.410704	18.845132	0.241859	0.758141	
161400	-1935.506241	1	7.864483	20.656939	0.166970	0.833030	
161500	-1935.801306	1	7.222279	16.720616	0.189421	0.810579	
161600	-1934.993887	1	7.396290	17.306230	0.189146	0.810854	
161700	-1934.868212	1	7.988527	19.718059	0.187193	0.812807	
161800	-1935.152663	1	8.298625	19.268701	0.220415	0.779585	
161900	-1935.638540	1	8.240735	17.014434	0.295033	0.704967	
162000	-1935.801877	1	7.191820	16.764755	0.185368	0.814632	
162100	-1934.697806	1	7.548543	19.724186	0.157752	0.842248	
162200	-1937.655291	1	8.838350	16.532762	0.417198	0.582802	
162300	-1937.315114	1	6.869568	21.378409	0.110584	0.889416	
162400	-1935.878977	1	8.568271	19.457977	0.240060	0.759940	
162500	-1936.523407	1	7.216460	21.323821	0.127002	0.872998	
162600	-1938.817836	1	7.952063	22.836291	0.155860	0.844140	
162700	-1934.482772	1	7.607478	17.985583	0.190741	0.809259	
162800	-1936.150663	1	6.789932	19.982492	0.114092	0.885908	
162900	-1935.321250	1	6.947161	18.198182	0.139377	0.860623	
163000	-1936.883492	1	8.074506	21.605681	0.170574	0.829426	
163100	-1934.397786	1	7.513836	18.759774	0.168606	0.831394	
163200	-1934.542880	1	7.339508	18.857108	0.155402	0.844598	
163300	-1934.876610	1	7.916093	19.850525	0.180107	0.819893	
163400	-1934.513955	1	7.909159	19.013193	0.193544	0.806456	
163500	-1938.494006	1	9.250909	17.476487	0.412738	0.587262	
163600	-1934.396142	1	7.686631	18.975197	0.177422	0.822578	
163700	-1934.600945	1	8.009512	18.310551	0.218363	0.781637	
163800	-1934.998365	1	7.465161	20.112774	0.148716	0.851284	
163900	-1934.432548	1	7.794527	18.264221	0.200178	0.799822	
164000	-1934.881663	1	7.264946	17.705024	0.169247	0.830753	
164100	-1934.388859	1	7.526078	18.582217	0.172431	0.827569	
164200	-1934.642618	1	7.257213	18.831086	0.150481	0.849519	
164300	-1935.097861	1	8.282152	18.036816	0.254916	0.745084	
164400	-1934.400923	1	7.626314	19.007366	0.172586	0.827414	
164500	-1934.384725	1	7.546476	18.504710	0.175299	0.824701	
164600	-1935.189791	1	8.316560	17.970227	0.261278	0.738722	
164700	-1934.430602	1	7.458799	18.780795	0.164456	0.835544	
164800	-1935.363080	1	7.318817	20.397636	0.138148	0.861852	
164900	-1935.051828	1	8.267886	18.097410	0.251167	0.748833	
165000	-1934.612251	1	7.642416	17.692337	0.201090	0.798910	
165100	-1935.194821	1	7.353396	17.123435	0.190157	0.809843	
165200	-1934.706667	1	7.724439	17.541518	0.213122	0.786878	
165300	-1934.440049	1	7.479232	18.956788	0.163225	0.836775	
165400	-1935.139137	1	8.344467	18.696285	0.239699	0.760301	
165500	-1935.839359	1	6.754655	18.882837	0.120779	0.879221	
165600	-1935.210662	1	7.059126	17.790530	0.152734	0.847266	
165700	-1934.655235	1	8.069054	18.761481	0.212250	0.787750	
165800	-1936.341810	1	8.756655	19.137667	0.267987	0.732013	
165900	-1934.884300	1	8.197230	18.254175	0.238440	0.761560	
166000	-1934.442026	1	7.834906	18.920460	0.189522	0.810478	
166100	-1935.883896	1	8.172527	20.673895	0.186414	0.813586	
166200	-1936.173405	1	8.454755	20.368496	0.211138	0.788862	
166300	-1934.728035	1	8.089674	18.193251	0.229474	0.770526	
166400	-1934.982435	1	7.987717	19.904791	0.184294	0.815706	
166500	-1934.874364	1	7.854190	17.374060	0.231965	0.768035	
166600	-1934.453110	1	7.844339	18.950862	0.189677	0.810323	
166700	-1934.672018	1	8.031217	18.111270	0.226152	0.773848	
166800	-1934.535171	1	7.782574	19.359149	0.178106	0.821894	
166900	-1934.602754	1	7.342473	19.170543	0.151547	0.848453	
167000	-1936.484734	1	8.050366	21.337905	0.171522	0.828478	
167100	-1934.610149	1	7.658010	19.592741	0.166319	0.833681	
167200	-1934.420483	1	7.837354	18.674924	0.194609	0.805391	
167300	-1934.810021	1	7.576944	19.917160	0.157325	0.842675	
167400	-1935.478479	1	8.224111	20.118955	0.197972	0.802028	
167500	-1936.093950	1	7.027277	16.811742	0.169912	0.830088	
167600	-1934.606719	1	7.756042	19.546759	0.173479	0.826521	
167700	-1935.093051	1	7.012289	18.634776	0.137880	0.862120	
167800	-1935.232275	1	8.121788	17.270309	0.267112	0.732888	
167900	-1938.377011	1	7.172108	22.474919	0.120174	0.879826	
168000	-1934.924343	1	7.113651	18.247154	0.149290	0.850710	
168100	-1934.546619	1	7.676777	19.456372	0.169396	0.830604	
168200	-1935.286253	1	8.228874	17.439634	0.272825	0.727175	
168300	-1935.424131	1	6.922741	18.080717	0.139431	0.860569	
168400	-1934.382699	1	7.759374	18.699955	0.187883	0.812117	
168500	-1934.842912	1	7.164985	18.188331	0.153578	0.846422	
168600	-1934.871912	1	8.139810	17.960480	0.242138	0.757862	
168700	-1934.912854	1	8.153682	19.338941	0.206660	0.793340	
168800	-1934.857121	1	7.870666	19.876803	0.176644	0.823356	
168900	-1934.743768	1	7.277044	17.958582	0.165309	0.834691	
169000	-1934.896299	1	7.103113	18.611583	0.143672	0.856328	
169100	-1934.726055	1	7.895629	19.620732	0.182072	0.817928	
169200	-1935.799016	1	8.604045	18.507474	0.273464	0.726536	
169300	-1936.631346	1	7.476094	21.592143	0.138361	0.861639	
169400	-1935.039087	1	7.938789	20.056996	0.178794	0.821206	
169500	-1937.012819	1	6.594166	20.223706	0.103485	0.896515	
169600	-1935.051227	1	7.592333	20.242692	0.154857	0.845143	
169700	-1938.846185	1	9.345401	19.507589	0.319159	0.680841	
169800	-1936.276662	1	6.633439	18.634553	0.116624	0.883376	
169900	-1934.372205	1	7.648593	18.433033	0.184467	0.815533	
170000	-1934.366344	1	7.665722	18.500659	0.184468	0.815532	
170100	-1935.882425	1	7.582749	21.056478	0.147362	0.852638	
170200	-1935.180720	1	8.020158	20.129717	0.183328	0.816672	
170300	-1935.439016	1	7.963026	20.503344	0.174796	0.825204	
170400	-1936.870810	1	8.511913	20.925799	0.206497	0.793503	
170500	-1935.691123	1	7.901135	16.563016	0.272509	0.727491	
170600	-1934.673845	1	7.317328	19.304755	0.148422	0.851578	
170700	-1937.205965	1	8.809361	20.359265	0.240146	0.759854	
170800	-1937.138019	1	6.438407	18.515789	0.107590	0.892410	
170900	-1934.633556	1	7.690016	19.632295	0.167896	0.832104	
171000	-1935.859234	1	8.157096	20.674078	0.185383	0.814617	
171100	-1934.902467	1	7.161297	19.312580	0.139137	0.860863	
171200	-1938.650817	1	7.847631	22.789911	0.150833	0.849167	
171300	-1934.640417	1	7.393587	19.419644	0.151739	0.848261	
171400	-1936.479341	1	7.123419	16.348312	0.191277	0.808723	
171500	-1934.482236	1	7.862960	19.033927	0.189558	0.810442	
171600	-1934.494872	1	7.830190	19.167407	0.184693	0.815307	
171700	-1934.463379	1	7.782503	19.144800	0.181563	0.818437	
171800	-1935.565163	1	7.242593	20.512396	0.133273	0.866727	
171900	-1934.688184	1	7.953368	17.830641	0.227009	0.772991	
172000	-1934.718393	1	7.936031	17.732463	0.228392	0.771608	
172100	-1934.424244	1	7.461798	18.574814	0.167936	0.832064	
172200	-1935.794825	1	8.600541	18.426242	0.276149	0.723851	
172300	-1935.030213	1	7.126817	19.478490	0.135550	0.864450	
172400	-1935.033652	1	7.539481	20.203686	0.152145	0.847855	
172500	-1937.164252	1	8.049283	15.660553	0.353392	0.646608	
172600	-1934.945088	1	7.117028	19.193816	0.137818	0.862182	
172700	-1935.207348	1	7.309724	20.202896	0.139219	0.860781	
172800	-1938.723895	1	7.623071	14.863638	0.342860	0.657140	
172900	-1934.797902	1	7.505408	17.459021	0.194881	0.805119	
173000	-1934.370353	1	7.719448	18.566831	0.187375	0.812625	
173100	-1937.496025	1	8.319622	21.747205	0.183918	0.816082	
173200	-1935.694149	1	6.922525	19.866624	0.121466	0.878534	
173300	-1935.423100	1	8.390730	19.451217	0.224237	0.775763	
173400	-1934.520321	1	7.637319	17.882564	0.195758	0.804242	
173500	-1934.386264	1	7.589206	18.892566	0.171794	0.828206	
173600	-1934.616706	1	7.532891	17.735454	0.190305	0.809695	
173700	-1934.596914	1	7.950089	19.189689	0.193385	0.806615	
173800	-1935.478434	1	7.066780	20.047326	0.127534	0.872466	
173900	-1934.757331	1	7.192652	18.957828	0.144907	0.855093	
174000	-1935.175907	1	7.992517	20.164309	0.180976	0.819024	
174100	-1935.881467	1	7.612694	21.059807	0.148959	0.851041	
174200	-1935.711105	1	8.488565	17.680132	0.294506	0.705494	
174300	-1934.713458	1	8.028094	19.281835	0.197733	0.802267	
174400	-1937.968497	1	9.189825	18.968602	0.323174	0.676826	
174500	-1935.416510	1	6.928411	19.328261	0.126073	0.873927	
174600	-1934.372301	1	7.603397	18.472238	0.180196	0.819804	
174700	-1934.365173	1	7.612165	18.701991	0.176654	0.823346	
174800	-1936.507011	1	7.499668	21.513223	0.140006	0.859994	
174900	-1934.444009	1	7.441584	18.483773	0.168013	0.831987	
175000	-1934.516415	1	7.933620	18.905889	0.197632	0.802368	
175100	-1935.038025	1	7.656043	17.101216	0.220389	0.779611	
175200	-1936.569464	1	8.804144	17.858934	0.327000	0.673000	
175300	-1935.072245	1	7.112529	17.841721	0.155584	0.844416	
175400	-1936.337504	1	8.741731	17.928443	0.315230	0.684770	
175500	-1936.250899	1	6.736265	19.866477	0.112236	0.887764	
175600	-1936.235495	1	7.800888	16.126646	0.282312	0.717688	
175700	-1934.447165	1	7.875784	18.562114	0.200234	0.799766	
175800	-1936.718897	1	7.120273	16.194100	0.195991	0.804009	
175900	-1935.748572	1	8.128251	16.722721	0.295225	0.704775	
176000	-1935.330071	1	8.082214	20.217734	0.186370	0.813630	
176100	-1934.491833	1	7.905953	18.342499	0.208055	0.791945	
176200	-1934.682794	1	7.378701	17.824206	0.175646	0.824354	
176300	-1935.826741	1	8.259952	16.852610	0.306571	0.693429	
176400	-1934.833208	1	7.175524	19.170801	0.141462	0.858538	
176500	-1936.091692	1	7.031563	20.667788	0.121648	0.878352	
176600	-1934.432987	1	7.827554	18.362283	0.200711	0.799289	
176700	-1934.893685	1	7.904786	17.397512	0.236630	0.763370	
176800	-1936.004585	1	7.534061	21.144578	0.144136	0.855864	
176900	-1934.938297	1	8.133520	19.477823	0.202302	0.797698	
177000	-1934.581749	1	7.750287	17.778095	0.208729	0.791271	
177100	-1935.914519	1	7.867550	21.024824	0.163603	0.836397	
177200	-1935.982725	1	7.751345	21.130529	0.156057	0.843943	
177300	-1935.228045	1	8.045517	20.150520	0.184780	0.815220	
177400	-1935.494467	1	6.866239	18.455043	0.131369	0.868631	
177500	-1935.264243	1	7.948777	20.326062	0.175997	0.824003	
177600	-1936.196001	1	8.229070	20.876280	0.187647	0.812353	
177700	-1934.386000	1	7.762686	18.740458	0.187355	0.812645	
177800	-1935.336188	1	8.377736	19.305999	0.226512	0.773488	
177900	-1934.431389	1	7.792601	18.265465	0.199982	0.800018	
178000	-1934.488366	1	7.497322	18.084773	0.179610	0.820390	
178100	-1934.371815	1	7.671084	18.442231	0.186057	0.813943	
178200	-1934.708220	1	8.071532	19.073290	0.205434	0.794566	
178300	-1934.596389	1	7.300479	18.383188	0.159756	0.840244	
178400	-1935.019156	1	8.075904	19.791066	0.192381	0.807619	
178500	-1935.219918	1	7.683280	16.911884	0.230209	0.769791	
178600	-1935.579548	1	8.429398	17.652639	0.288261	0.711739	
178700	-1934.558813	1	7.315732	18.707572	0.155927	0.844073	
178800	-1937.899894	1	6.887058	21.825748	0.109687	0.890313	
178900	-1935.675939	1	7.761304	16.521810	0.256199	0.743801	
179000	-1934.411954	1	7.608161	18.220821	0.185607	0.814393	
179100	-1935.432382	1	7.883759	16.777245	0.259769	0.740231	
179200	-1937.021308	1	8.939756	19.246569	0.283803	0.716197	
179300	-1934.699034	1	7.663877	19.753773	0.164653	0.835347	
179400	-1934.488901	1	7.737087	19.279953	0.176125	0.823875	
179500	-1935.372638	1	8.290926	17.487195	0.278414	0.721586	
179600	-1934.533002	1	7.826530	19.292102	0.182326	0.817674	
179700	-1934.832609	1	8.142969	18.096733	0.237915	0.762085	
179800	-1936.292609	1	7.345142	16.224596	0.218938	0.781062	
179900	-1934.413787	1	7.631474	18.201606	0.187905	0.812095	
180000	-1934.921687	1	7.585899	20.077069	0.156155	0.843845	
180100	-1935.185139	1	8.294172	19.381434	0.217479	0.782521	
180200	-1935.407360	1	7.029374	17.570684	0.154424	0.845576	
180300	-1934.416256	1	7.478723	18.755876	0.166215	0.833785	
180400	-1934.724921	1	8.007341	17.878146	0.231004	0.768996	
180500	-1934.396097	1	7.544502	18.400645	0.177064	0.822936	
180600	-1936.567253	1	8.813156	19.254493	0.270091	0.729909	
180700	-1935.573187	1	7.609889	20.790308	0.150920	0.849080	
180800	-1935.208289	1	7.449150	17.011961	0.202343	0.797657	
180900	-1935.279465	1	8.252519	19.742723	0.206683	0.793317	
181000	-1935.398077	1	6.904493	18.368775	0.134632	0.865368	
181100	-1934.549665	1	7.498718	17.914896	0.183319	0.816681	
181200	-1935.452278	1	7.079433	20.046744	0.128195	0.871805	
181300	-1934.562112	1	7.967708	18.975821	0.198959	0.801041	
181400	-1938.318514	1	6.376784	20.652366	0.092012	0.907988	
181500	-1935.694510	1	7.100311	20.397698	0.126764	0.873236	
181600	-1935.025834	1	7.912266	20.071315	0.176828	0.823172	
181700	-1935.973649	1	8.163798	16.570029	0.309126	0.690874	
181800	-1934.472298	1	7.675386	19.266786	0.172027	0.827973	
181900	-1934.521796	1	7.838781	18.022998	0.210254	0.789746	
182000	-1936.304083	1	7.939861	21.291116	0.165455	0.834545	
182100	-1934.944676	1	7.837974	20.035831	0.172386	0.827614	
182200	-1934.680675	1	8.004675	19.267898	0.196163	0.803837	
182300	-1934.498923	1	7.377499	18.808961	0.158562	0.841438	
182400	-1938.774398	1	8.313189	22.535978	0.176947	0.823053	
182500	-1936.188603	1	8.631256	19.718427	0.239275	0.760725	
182600	-1934.445716	1	7.430640	18.677378	0.164112	0.835888	
182700	-1935.587737	1	6.946288	19.792041	0.123232	0.876768	
182800	-1935.531484	1	6.938691	19.655190	0.123896	0.876104	
182900	-1934.824024	1	8.182685	18.657768	0.225194	0.774806	
183000	-1935.316240	1	6.957692	18.123008	0.141044	0.858956	
183100	-1937.035993	1	8.004022	15.709783	0.341900	0.658100	
183200	-1935.733601	1	8.559304	18.114842	0.283856	0.716144	
183300	-1938.081436	1	7.755787	15.125171	0.344939	0.655061	
183400	-1935.832706	1	8.583733	18.007700	0.291455	0.708545	
183500	-1935.067994	1	7.380634	17.234559	0.189631	0.810369	
183600	-1934.519114	1	7.790285	17.958537	0.207512	0.792488	
183700	-1934.479755	1	7.410588	18.387598	0.167423	0.832577	
183800	-1935.176428	1	7.045226	19.435429	0.131440	0.868560	
183900	-1934.836569	1	7.302872	19.635073	0.144024	0.855976	
184000	-1936.552283	1	7.317880	16.081688	0.221621	0.778379	
184100	-1935.182768	1	7.449146	20.325812	0.145873	0.854127	
184200	-1934.482428	1	7.510276	18.081895	0.180692	0.819308	
184300	-1938.917301	1	7.211651	22.799783	0.120956	0.879044	
184400	-1935.233073	1	8.011443	20.209042	0.181654	0.818346	
184500	-1934.694361	1	7.329527	19.395397	0.148134	0.851866	
184600	-1934.551686	1	7.612008	19.466188	0.164974	0.835026	
184700	-1936.493439	1	6.583849	18.475206	0.115489	0.884511	
184800	-1934.607359	1	7.280781	18.508421	0.156500	0.843500	
184900	-1934.634389	1	7.317651	18.121533	0.165342	0.834658	
185000	-1934.972222	1	7.680856	17.175832	0.220437	0.779563	
185100	-1937.210064	1	8.031040	21.861918	0.166045	0.833955	
185200	-1935.446217	1	7.518685	20.645536	0.147046	0.852954	
185300	-1934.733663	1	8.001394	17.841794	0.231572	0.768428	
185400	-1934.441025	1	7.465416	18.910424	0.162970	0.837030	
185500	-1935.405035	1	6.928691	18.088741	0.139693	0.860307	
185600	-1940.159263	1	9.505776	16.782350	0.498476	0.501524	
185700	-1934.370730	1	7.690459	18.786213	0.180982	0.819018	
185800	-1934.664132	1	7.444856	19.560904	0.153252	0.846748	
185900	-1936.019283	1	6.731133	18.104930	0.127583	0.872417	
186000	-1934.732056	1	7.523005	17.544302	0.194223	0.805777	
186100	-1934.629113	1	7.734845	19.605214	0.171232	0.828768	
186200	-1936.059604	1	7.396447	16.342821	0.220055	0.779945	
186300	-1935.619410	1	6.934199	19.793321	0.122602	0.877398	
186400	-1936.271898	1	8.219831	16.398443	0.328321	0.671679	
186500	-1935.195259	1	7.409418	20.306259	0.143829	0.856171	
186600	-1935.811610	1	8.113052	20.693014	0.182246	0.817754	
186700	-1935.169200	1	7.972555	17.123128	0.255303	0.744697	
186800	-1935.142816	1	8.313319	19.137623	0.224841	0.775159	
186900	-1935.495387	1	8.257028	17.219826	0.286729	0.713271	
187000	-1934.523582	1	7.552184	19.367268	0.162378	0.837622	
187100	-1934.526536	1	7.354140	18.442102	0.162530	0.837470	
187200	-1934.551947	1	7.846568	19.309995	0.183489	0.816511	
187300	-1934.830799	1	7.208574	19.330065	0.141691	0.858309	
187400	-1935.459951	1	8.328683	17.470033	0.283975	0.716025	
187500	-1934.644590	1	7.346738	19.313947	0.150103	0.849897	
187600	-1934.661583	1	7.277542	18.208242	0.160996	0.839004	
187700	-1934.918447	1	7.687088	20.077635	0.162305	0.837695	
187800	-1935.820495	1	6.798439	18.022144	0.132580	0.867420	
187900	-1935.206362	1	7.753647	20.405880	0.162837	0.837163	
188000	-1935.321569	1	8.315837	19.586514	0.214899	0.785101	
188100	-1936.453638	1	6.916104	16.757747	0.162176	0.837824	
188200	-1934.521208	1	7.350422	18.553319	0.160526	0.839474	
188300	-1934.925081	1	7.348383	19.872848	0.144309	0.855691	
188400	-1934.419288	1	7.799176	18.351653	0.198531	0.801469	
188500	-1935.412421	1	7.010308	19.755993	0.126836	0.873164	
188600	-1934.625249	1	8.046974	18.489745	0.217057	0.782943	
188700	-1937.067170	1	7.834078	21.880734	0.155149	0.844851	
188800	-1935.164978	1	6.984848	18.527889	0.137514	0.862486	
188900	-1934.660001	1	7.829524	19.582999	0.178005	0.821995	
189000	-1934.483910	1	7.890716	18.934962	0.193615	0.806385	
189100	-1934.966192	1	7.723702	17.188567	0.224518	0.775482	
189200	-1935.292933	1	8.359364	19.300220	0.225016	0.774984	
189300	-1934.768548	1	7.682675	17.439149	0.212132	0.787868	
189400	-1934.508058	1	7.365658	18.779256	0.158202	0.841798	
189500	-1934.596609	1	8.023196	18.766307	0.208149	0.791851	
189600	-1935.144090	1	7.680417	20.354943	0.158955	0.841045	
189700	-1934.897181	1	7.189546	19.422857	0.139638	0.860362	
189800	-1935.989061	1	8.518586	17.341695	0.315685	0.684315	
189900	-1935.621447	1	7.454631	20.779789	0.142519	0.857481	
190000	-1934.602612	1	8.019196	18.868597	0.205497	0.794503	
190100	-1934.373332	1	7.609984	18.450753	0.181114	0.818886	
190200	-1934.495411	1	7.803884	19.217687	0.181907	0.818093	
190300	-1935.333599	1	7.353710	16.978569	0.194232	0.805768	
190400	-1936.272525	1	6.911003	16.929906	0.158053	0.841947	
190500	-1934.397332	1	7.773769	18.432239	0.194586	0.805414	
190600	-1937.668663	1	7.864302	15.328541	0.347599	0.652401	
190700	-1935.898293	1	8.247034	20.557296	0.193044	0.806956	
190800	-1934.571795	1	7.386238	19.212636	0.153760	0.846240	
190900	-1934.664432	1	7.270602	19.073837	0.148280	0.851720	
191000	-1935.420415	1	8.456123	18.319393	0.263884	0.736116	
191100	-1934.880186	1	7.647615	17.288410	0.213339	0.786661	
191200	-1935.176877	1	7.036173	19.386791	0.131389	0.868611	
191300	-1934.596643	1	7.392351	19.303795	0.153029	0.846971	
191400	-1935.609730	1	8.478421	19.387828	0.233581	0.766419	
191500	-1934.996425	1	7.594342	20.175768	0.155645	0.844355	
191600	-1934.957280	1	7.958558	19.913059	0.182144	0.817856	
191700	-1934.493863	1	7.565779	19.299124	0.164178	0.835822	
191800	-1935.995399	1	7.411660	21.079174	0.138180	0.861820	
191900	-1935.024355	1	7.187414	19.681194	0.137037	0.862963	
192000	-1936.397231	1	8.693710	19.751530	0.244148	0.755852	
192100	-1934.735215	1	8.090207	18.166639	0.230336	0.769664	
192200	-1937.720423	1	7.672107	22.310552	0.144382	0.855618	
192300	-1936.862265	1	8.390691	21.167748	0.194813	0.805187	
192400	-1935.390181	1	8.340927	19.616910	0.216350	0.783650	
192500	-1935.500790	1	8.339847	19.817719	0.212208	0.787792	
192600	-1935.448621	1	8.420306	19.342297	0.229445	0.770555	
192700	-1936.450479	1	8.362504	20.867216	0.196792	0.803208	
192800	-1941.604785	1	7.748599	13.792078	0.478079	0.521921	
192900	-1934.948410	1	7.094182	18.315927	0.147046	0.852954	
193000	-1934.672393	1	7.804911	17.646312	0.217861	0.782139	
193100	-1935.620946	1	7.684707	20.834128	0.154758	0.845242	
193200	-1934.603013	1	8.015537	18.902235	0.204451	0.795549	
193300	-1934.733625	1	7.356566	19.548796	0.148069	0.851931	
193400	-1934.951730	1	7.271936	17.570778	0.172552	0.827448	
193500	-1934.552123	1	7.500091	17.907200	0.183600	0.816400	
193600	-1934.635186	1	7.282398	19.009996	0.149788	0.850212	
193700	-1934.497010	1	7.892074	18.251370	0.209117	0.790883	
193800	-1934.731675	1	7.332936	19.491373	0.147284	0.852716	
193900	-1937.452675	1	6.421657	17.843411	0.113130	0.886870	
194000	-1935.452601	1	7.011392	19.828086	0.126326	0.873674	
194100	-1935.903248	1	8.624687	18.184100	0.288787	0.711213	
194200	-1938.194310	1	6.598708	21.384039	0.098739	0.901261	
194300	-1935.024539	1	7.888232	17.209040	0.241893	0.758107	
194400	-1935.567917	1	8.392611	17.520514	0.289773	0.710227	
194500	-1935.356080	1	8.438036	18.714783	0.248545	0.751455	
194600	-1935.329714	1	7.224233	20.215229	0.134519	0.865481	
194700	-1935.336987	1	7.774811	20.536766	0.162772	0.837228	
194800	-1935.960433	1	8.300003	16.794576	0.315695	0.684305	
194900	-1935.399777	1	7.372220	20.496890	0.140245	0.859755	
195000	-1934.902850	1	7.177278	17.949008	0.158306	0.841694	
195100	-1934.614243	1	7.953459	19.234251	0.192820	0.807180	
195200	-1934.639390	1	8.024702	18.208174	0.222673	0.777327	
195300	-1935.551200	1	7.010462	17.429959	0.155613	0.844387	
195400	-1936.807150	1	6.913780	21.065508	0.113966	0.886034	
195500	-1936.970460	1	8.954235	18.612776	0.310205	0.689795	
195600	-1934.631286	1	7.678020	17.657775	0.205315	0.794685	
195700	-1934.619993	1	7.970967	19.195576	0.194897	0.805103	
195800	-1935.780612	1	8.078677	20.709719	0.179814	0.820186	
195900	-1936.560472	1	6.636786	19.788450	0.107960	0.892040	
196000	-1940.138566	1	5.983181	17.775137	0.091425	0.908575	
196100	-1935.635555	1	7.617587	20.847923	0.150878	0.849122	
196200	-1934.964971	1	7.115171	18.093647	0.151692	0.848308	
196300	-1935.751855	1	6.818726	18.029926	0.133706	0.866294	
196400	-1934.653245	1	7.795975	19.605630	0.175363	0.824637	
196500	-1935.694294	1	8.242416	20.343480	0.195812	0.804188	
196600	-1935.705654	1	7.604455	16.501113	0.237707	0.762293	
196700	-1934.976628	1	7.915101	20.000296	0.177963	0.822037	
196800	-1936.614880	1	8.808455	19.427611	0.264181	0.735819	
196900	-1935.467151	1	6.910189	19.333812	0.125052	0.874948	
197000	-1934.798739	1	7.305351	17.758000	0.171288	0.828712	
197100	-1934.557494	1	7.973774	18.912320	0.200773	0.799227	
197200	-1935.095128	1	8.234586	19.443328	0.211152	0.788848	
197300	-1936.310095	1	7.981602	16.149903	0.307736	0.692264	
197400	-1935.454765	1	7.117763	17.249900	0.167264	0.832736	
197500	-1935.021530	1	8.226672	17.951596	0.251886	0.748114	
197600	-1934.526045	1	7.953803	18.831647	0.200840	0.799160	
197700	-1935.086002	1	8.203495	19.546575	0.206544	0.793456	
197800	-1934.536404	1	7.369826	18.280250	0.166336	0.833664	
197900	-1934.364179	1	7.683339	18.692262	0.182161	0.817839	
198000	-1936.169419	1	6.997922	20.670886	0.119996	0.880004	
198100	-1934.446885	1	7.732247	18.112730	0.198411	0.801589	
198200	-1934.551449	1	7.354557	18.283758	0.165181	0.834819	
198300	-1935.586025	1	8.486331	19.268022	0.237382	0.762618	
198400	-1934.743586	1	7.676486	17.475265	0.210435	0.789565	
198500	-1934.625615	1	8.019318	18.241602	0.221205	0.778795	
198600	-1936.199782	1	8.687645	17.840144	0.312537	0.687463	
198700	-1934.409581	1	7.702155	18.233089	0.193047	0.806953	
198800	-1938.879437	1	6.118554	18.731171	0.090639	0.909361	
198900	-1934.795471	1	8.165328	18.558267	0.226271	0.773729	
199000	-1937.409721	1	6.531766	17.197856	0.127477	0.872523	
199100	-1935.505817	1	6.884607	18.160267	0.136031	0.863969	
199200	-1934.777532	1	7.354054	19.630864	0.147051	0.852949	
199300	-1936.780266	1	8.506670	20.855831	0.207159	0.792841	
199400	-1935.780628	1	6.869299	17.659254	0.142082	0.857918	
199500	-1934.452270	1	7.559804	18.112834	0.183998	0.816002	
199600	-1934.600580	1	7.422855	17.918358	0.177170	0.822830	
199700	-1934.587871	1	7.354475	19.162553	0.152392	0.847608	
199800	-1935.632020	1	8.544288	18.488508	0.267493	0.732507	
199900	-1934.626973	1	7.695549	17.668343	0.206661	0.793339	
200000	-1934.464858	1	7.572594	18.059829	0.186177	0.813823	
200100	-1934.689200	1	7.976159	17.881828	0.227702	0.772298	
200200	-1935.289814	1	6.970728	19.272854	0.128857	0.871143	
200300	-1937.274608	1	8.514566	21.259691	0.202048	0.797952	
200400	-1935.821311	1	8.291070	20.381981	0.198731	0.801269	
200500	-1935.018334	1	8.267104	18.227498	0.246591	0.753409	
