Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionON_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3092223893
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionON_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q10	Covar On to Off	 Covar Off to On	Root P(0)	Root P(1)	
152100	-1769.373095	1	21.550308	42.114334	11.175671	11.175671	0.504471	0.495529	
152200	-1772.656447	1	29.493249	33.410799	11.952927	11.952927	0.743396	0.256604	
152300	-1771.904300	1	17.743517	75.455932	16.008897	16.008897	0.038736	0.961264	
152400	-1770.337096	1	14.368139	87.465729	15.727623	15.727623	0.006366	0.993634	
152500	-1771.269344	1	15.651337	75.367453	16.004204	16.004204	0.020300	0.979700	
152600	-1770.311797	1	19.829679	39.670062	10.708451	10.708451	0.496225	0.503775	
152700	-1768.755647	1	23.878155	41.435820	10.831419	10.831419	0.557452	0.442548	
152800	-1771.035726	1	27.932566	47.934105	11.768325	11.768325	0.549076	0.450924	
152900	-1771.423695	1	25.032099	32.481389	12.530667	12.530667	0.670569	0.329431	
153000	-1771.215774	1	23.234785	56.346844	11.505768	11.505768	0.393122	0.606878	
153100	-1773.056417	1	14.533369	88.281464	21.194547	21.194547	0.005313	0.994687	
153200	-1770.332578	1	13.984142	89.765300	17.253981	17.253981	0.004438	0.995562	
153300	-1772.040685	1	20.745464	54.385357	14.374546	14.374546	0.289772	0.710228	
153400	-1771.261071	1	27.669527	40.017420	8.206351	8.206351	0.606229	0.393771	
153500	-1772.114761	1	29.395391	42.648374	8.879470	8.879470	0.602452	0.397548	
153600	-1771.108318	1	13.956862	77.276222	14.551183	14.551183	0.012033	0.987967	
153700	-1772.063425	1	14.683923	72.144705	14.127060	14.127060	0.024966	0.975034	
153800	-1771.079763	1	14.673289	91.027058	18.810306	18.810306	0.004925	0.995075	
153900	-1770.184499	1	13.087698	86.531594	16.499368	16.499368	0.004043	0.995957	
154000	-1771.522913	1	10.454076	88.216704	17.912030	17.912030	0.001347	0.998653	
154100	-1770.937023	1	16.257578	91.982161	16.429272	16.429272	0.008453	0.991547	
154200	-1768.703656	1	23.292250	33.845766	9.160208	9.160208	0.624538	0.375462	
154300	-1772.577119	1	17.885136	37.737164	8.993972	8.993972	0.486527	0.513473	
154400	-1770.769791	1	16.006569	80.156417	16.171999	16.171999	0.015943	0.984057	
154500	-1771.971539	1	15.639702	99.689775	16.913299	16.913299	0.004614	0.995386	
154600	-1771.646820	1	19.263833	30.686880	9.003852	9.003852	0.615108	0.384892	
154700	-1770.130517	1	25.468174	29.719679	8.371964	8.371964	0.678878	0.321122	
154800	-1769.114435	1	24.254143	32.315949	8.562831	8.562831	0.644641	0.355359	
154900	-1769.374265	1	23.638423	30.276522	9.123707	9.123707	0.661883	0.338117	
155000	-1768.948089	1	24.168280	41.115927	11.334305	11.334305	0.562348	0.437652	
155100	-1769.809714	1	25.727486	33.823950	8.104982	8.104982	0.639982	0.360018	
155200	-1769.763180	1	24.815167	48.138886	11.614539	11.614539	0.503104	0.496896	
155300	-1768.675659	1	24.672052	35.282588	9.365929	9.365929	0.623779	0.376221	
155400	-1769.065163	1	22.537989	43.514916	10.874628	10.874628	0.513426	0.486574	
155500	-1772.292233	1	29.197367	32.048537	11.423636	11.423636	0.751982	0.248018	
155600	-1771.341698	1	25.129777	44.691901	13.849876	13.849876	0.528792	0.471208	
155700	-1772.926240	1	30.956311	43.436711	9.600623	9.600623	0.613908	0.386092	
155800	-1771.092523	1	11.209782	81.239408	17.490603	17.490603	0.002562	0.997438	
155900	-1769.796298	1	20.780107	43.006577	11.140107	11.140107	0.473192	0.526808	
156000	-1769.242796	1	24.926088	45.234782	10.556893	10.556893	0.539142	0.460858	
156100	-1771.043565	1	12.386583	77.241532	16.899281	16.899281	0.005251	0.994749	
156200	-1770.701703	1	13.989515	91.647640	15.785114	15.785114	0.004401	0.995599	
156300	-1770.171051	1	26.791765	45.032853	11.849605	11.849605	0.559184	0.440816	
156400	-1769.332292	1	25.175815	32.632340	10.341361	10.341361	0.658384	0.341616	
156500	-1771.647817	1	18.629555	45.710316	10.587581	10.587581	0.374839	0.625161	
156600	-1769.180682	1	25.655262	34.235434	10.341841	10.341841	0.646619	0.353381	
156700	-1769.728338	1	25.273307	38.958560	12.095203	12.095203	0.597351	0.402649	
156800	-1771.007690	1	23.369450	26.490575	8.426462	8.426462	0.696842	0.303158	
156900	-1772.748747	1	16.855673	91.997968	13.736429	13.736429	0.013867	0.986133	
157000	-1774.779338	1	22.297798	91.982751	14.577904	14.577904	0.047490	0.952510	
157100	-1770.644118	1	22.615490	49.397865	9.530835	9.530835	0.474843	0.525157	
157200	-1770.910304	1	25.413281	53.672751	11.531324	11.531324	0.465588	0.534412	
157300	-1769.462135	1	25.117483	44.093139	9.493826	9.493826	0.556504	0.443496	
157400	-1772.797222	1	26.982431	39.701260	14.122182	14.122182	0.617186	0.382814	
157500	-1770.595059	1	27.853041	45.633126	11.404865	11.404865	0.567881	0.432119	
157600	-1769.228159	1	21.505120	38.891741	10.821669	10.821669	0.545554	0.454446	
157700	-1770.571770	1	14.947987	80.769277	17.039279	17.039279	0.010179	0.989821	
157800	-1770.037703	1	21.268811	46.166907	12.004845	12.004845	0.434619	0.565381	
157900	-1769.725249	1	25.578867	47.386610	10.862181	10.862181	0.527963	0.472037	
158000	-1769.268004	1	23.127527	45.404015	10.169643	10.169643	0.512902	0.487098	
158100	-1770.128552	1	22.949543	31.398891	11.100875	11.100875	0.649762	0.350238	
158200	-1768.755430	1	24.607094	37.056286	10.671207	10.671207	0.608290	0.391710	
158300	-1769.693501	1	25.396235	42.231039	12.127089	12.127089	0.565857	0.434143	
158400	-1769.584022	1	26.749888	42.918369	10.370445	10.370445	0.579555	0.420445	
158500	-1772.446994	1	11.587100	78.299027	19.386587	19.386587	0.003342	0.996658	
158600	-1770.236057	1	14.753202	84.943197	16.088086	16.088086	0.008093	0.991907	
158700	-1769.369998	1	20.908809	36.907383	9.708852	9.708852	0.565365	0.434635	
158800	-1769.045764	1	23.862910	31.696364	9.476681	9.476681	0.650882	0.349118	
158900	-1769.023730	1	24.440752	34.515628	8.486450	8.486450	0.626572	0.373428	
159000	-1771.767622	1	28.686769	34.588818	11.851000	11.851000	0.702840	0.297160	
159100	-1770.234188	1	20.996891	41.555736	12.233453	12.233453	0.485043	0.514957	
159200	-1772.115759	1	30.078044	45.931847	10.506245	10.506245	0.588831	0.411169	
159300	-1768.752467	1	23.103029	33.737220	9.746106	9.746106	0.624369	0.375631	
159400	-1773.901401	1	16.575151	54.442968	11.691851	11.691851	0.216063	0.783937	
159500	-1768.956556	1	24.346539	43.144571	11.028331	11.028331	0.546865	0.453135	
159600	-1769.134407	1	25.667802	42.544824	10.121796	10.121796	0.572028	0.427972	
159700	-1770.293669	1	23.905926	44.480305	13.087017	13.087017	0.511472	0.488528	
159800	-1770.151587	1	21.513150	48.152043	12.117243	12.117243	0.416214	0.583786	
159900	-1770.318317	1	13.199468	83.346348	17.408118	17.408118	0.004776	0.995224	
160000	-1770.043390	1	23.407990	44.155034	12.833700	12.833700	0.506565	0.493435	
160100	-1770.094332	1	20.567456	32.526298	9.751028	9.751028	0.609115	0.390885	
160200	-1771.105650	1	28.454036	45.181410	11.808067	11.808067	0.578345	0.421655	
160300	-1772.643904	1	16.283777	72.271263	13.269241	13.269241	0.051651	0.948349	
160400	-1772.136919	1	12.955482	85.854331	13.508235	13.508235	0.005508	0.994492	
160500	-1771.461524	1	17.891429	84.841282	15.225500	15.225500	0.022802	0.977198	
160600	-1771.083641	1	16.224040	77.729125	15.992251	15.992251	0.020507	0.979493	
160700	-1771.269724	1	16.114454	93.955174	17.782121	17.782121	0.006738	0.993262	
160800	-1771.918538	1	17.329232	73.844633	14.994900	14.994900	0.045558	0.954442	
160900	-1770.515043	1	14.306872	88.740438	18.012159	18.012159	0.005036	0.994964	
161000	-1769.069337	1	24.793890	42.552707	11.295293	11.295293	0.557389	0.442611	
161100	-1768.771970	1	24.765104	38.908035	9.324985	9.324985	0.593962	0.406038	
161200	-1770.772538	1	14.246558	80.119556	17.720545	17.720545	0.008046	0.991954	
161300	-1770.459504	1	14.169831	79.558191	16.072334	16.072334	0.009255	0.990745	
161400	-1770.192330	1	21.483820	37.901385	7.867996	7.867996	0.574159	0.425841	
161500	-1772.147976	1	24.846284	56.573460	13.786843	13.786843	0.395499	0.604501	
161600	-1771.046710	1	19.263210	40.712418	9.174999	9.174999	0.487706	0.512294	
161700	-1770.557277	1	23.460968	44.100548	13.366184	13.366184	0.504158	0.495842	
161800	-1769.820763	1	23.119164	45.458418	9.238011	9.238011	0.521794	0.478206	
161900	-1769.284772	1	21.726236	32.557517	8.857840	8.857840	0.622602	0.377398	
162000	-1769.204732	1	22.177243	43.381331	9.974515	9.974515	0.517006	0.482994	
162100	-1771.172414	1	28.670042	33.770644	10.907458	10.907458	0.702967	0.297033	
162200	-1770.411990	1	24.435096	33.920642	12.143910	12.143910	0.642034	0.357966	
162300	-1770.941482	1	24.021143	49.570269	13.509947	13.509947	0.451454	0.548546	
162400	-1772.856226	1	16.317519	66.750897	14.903951	14.903951	0.066318	0.933682	
162500	-1770.951333	1	14.140813	95.148175	17.031674	17.031674	0.003586	0.996414	
162600	-1771.391018	1	14.343588	73.806929	15.384415	15.384415	0.015850	0.984150	
162700	-1773.864436	1	18.000740	60.775379	16.102245	16.102245	0.144890	0.855110	
162800	-1771.334473	1	12.259677	95.249119	18.048459	18.048459	0.001881	0.998119	
162900	-1773.254607	1	15.679562	79.477994	20.289583	20.289583	0.011562	0.988438	
163000	-1770.219926	1	13.518880	87.450440	16.179633	16.179633	0.004575	0.995425	
163100	-1770.548099	1	13.650986	78.699848	16.135183	16.135183	0.008110	0.991890	
163200	-1770.629873	1	14.322021	92.200582	17.610868	17.610868	0.004309	0.995691	
163300	-1770.321372	1	14.437978	81.413521	16.061453	16.061453	0.009034	0.990966	
163400	-1770.782269	1	14.375713	77.372540	16.394945	16.394945	0.011077	0.988923	
163500	-1770.682359	1	13.136091	84.000851	18.382577	18.382577	0.004340	0.995660	
163600	-1771.786241	1	17.605517	75.608830	15.366599	15.366599	0.040158	0.959842	
163700	-1772.835401	1	18.558085	29.905716	7.958419	7.958419	0.617952	0.382048	
163800	-1769.362519	1	21.666823	42.342523	9.633830	9.633830	0.521333	0.478667	
163900	-1770.976832	1	13.675418	87.486132	19.041640	19.041640	0.004278	0.995722	
164000	-1769.889251	1	23.722005	45.986463	9.255932	9.255932	0.526302	0.473698	
164100	-1769.915311	1	24.771061	29.472210	9.723686	9.723686	0.685789	0.314211	
164200	-1770.560198	1	27.550024	47.042337	10.424278	10.424278	0.556148	0.443852	
164300	-1772.967330	1	10.866543	72.008262	15.511021	15.511021	0.004474	0.995526	
164400	-1771.448904	1	17.975424	85.753549	16.791315	16.791315	0.018584	0.981416	
164500	-1770.614901	1	26.829848	49.774460	10.958737	10.958737	0.525005	0.474995	
164600	-1770.888166	1	28.830399	35.095978	10.477236	10.477236	0.681666	0.318334	
164700	-1770.173322	1	24.240258	49.898027	10.204650	10.204650	0.492476	0.507524	
164800	-1771.538396	1	24.476123	34.080267	13.048694	13.048694	0.643410	0.356590	
164900	-1772.772305	1	26.270584	34.400275	13.614150	13.614150	0.672204	0.327796	
165000	-1775.502656	1	13.091157	61.849943	14.014066	14.014066	0.039258	0.960742	
165100	-1769.315567	1	24.876763	33.975993	8.272446	8.272446	0.633532	0.366468	
165200	-1769.893692	1	24.828321	29.244161	8.911268	8.911268	0.682526	0.317474	
165300	-1768.972247	1	22.604158	42.488489	10.916029	10.916029	0.525371	0.474629	
165400	-1770.766440	1	12.122279	86.289074	15.335262	15.335262	0.003093	0.996907	
165500	-1770.975394	1	21.377125	29.831676	10.678851	10.678851	0.649104	0.350896	
165600	-1768.946912	1	22.994944	35.891364	10.858284	10.858284	0.601134	0.398866	
165700	-1769.851996	1	27.338642	42.109208	10.064442	10.064442	0.591704	0.408296	
165800	-1771.845995	1	27.869429	53.072541	10.892384	10.892384	0.514502	0.485498	
165900	-1768.643523	1	23.183202	35.568523	9.064866	9.064866	0.608086	0.391914	
166000	-1770.452834	1	22.906965	47.395679	9.124861	9.124861	0.503267	0.496733	
166100	-1769.723992	1	22.080253	30.057107	8.509486	8.509486	0.649368	0.350632	
166200	-1771.253373	1	23.637190	48.199705	13.962304	13.962304	0.452676	0.547324	
166300	-1768.803926	1	25.443874	36.762518	9.617129	9.617129	0.618051	0.381949	
166400	-1771.074222	1	27.526581	31.066747	8.270584	8.270584	0.684379	0.315621	
166500	-1771.312684	1	28.882527	42.311842	9.239695	9.239695	0.602052	0.397948	
166600	-1771.857890	1	11.509377	79.212877	14.192916	14.192916	0.004216	0.995784	
166700	-1771.285093	1	13.298844	89.898719	19.434403	19.434403	0.003377	0.996623	
166800	-1771.352958	1	21.135478	52.975482	10.340562	10.340562	0.389345	0.610655	
166900	-1768.900947	1	24.328851	37.185755	11.049837	11.049837	0.603852	0.396148	
167000	-1769.849687	1	22.755817	48.549692	11.930051	11.930051	0.450269	0.549731	
167100	-1770.307427	1	14.579260	82.992059	15.708379	15.708379	0.008911	0.991089	
167200	-1771.257107	1	17.210050	86.640086	17.492488	17.492488	0.013604	0.986396	
167300	-1771.475437	1	27.242721	52.558341	12.027644	12.027644	0.500912	0.499088	
167400	-1769.730924	1	24.620744	30.402697	10.129668	10.129668	0.676001	0.323999	
167500	-1769.667556	1	24.181668	45.210618	9.322043	9.322043	0.538095	0.461905	
167600	-1773.078735	1	20.413662	31.728043	12.574916	12.574916	0.610424	0.389576	
167700	-1769.644070	1	22.194433	46.379938	11.732301	11.732301	0.462852	0.537148	
167800	-1768.559841	1	24.351626	38.459053	9.763282	9.763282	0.593359	0.406641	
167900	-1768.526476	1	24.291322	37.428515	9.830016	9.830016	0.601710	0.398290	
168000	-1769.239205	1	23.095536	34.775625	11.085337	11.085337	0.613976	0.386024	
168100	-1770.707649	1	24.066641	50.820493	13.049027	13.049027	0.444170	0.555830	
168200	-1769.549992	1	25.753533	45.520357	10.264076	10.264076	0.548850	0.451150	
168300	-1770.758310	1	26.295425	47.755717	12.722908	12.722908	0.523391	0.476609	
168400	-1771.394278	1	13.443460	73.922560	15.875386	15.875386	0.010676	0.989324	
168500	-1770.818838	1	15.653450	92.321595	17.201581	17.201581	0.006586	0.993414	
168600	-1771.210380	1	11.643983	78.029942	17.077473	17.077473	0.003715	0.996285	
168700	-1770.760136	1	21.763922	52.331229	10.745757	10.745757	0.404562	0.595438	
168800	-1772.577886	1	13.182131	78.870716	12.948898	12.948898	0.010541	0.989459	
168900	-1769.792882	1	21.391848	45.238167	11.675255	11.675255	0.454996	0.545004	
169000	-1770.285260	1	20.137550	39.147663	11.223388	11.223388	0.506236	0.493764	
169100	-1772.338976	1	21.721885	60.059877	11.143427	11.143427	0.332630	0.667370	
169200	-1770.579870	1	23.343732	47.412149	13.317491	13.317491	0.461358	0.538642	
169300	-1770.119629	1	19.976548	40.418255	10.092848	10.092848	0.498528	0.501472	
169400	-1769.889783	1	27.544486	40.404740	10.777133	10.777133	0.609159	0.390841	
169500	-1768.862221	1	24.177198	42.326200	10.967053	10.967053	0.552494	0.447506	
169600	-1771.315829	1	27.673389	33.900721	11.880046	11.880046	0.692445	0.307555	
169700	-1769.369565	1	23.334592	35.691765	11.476348	11.476348	0.606897	0.393103	
169800	-1773.608354	1	28.053816	34.652080	6.857705	6.857705	0.639927	0.360073	
169900	-1770.652322	1	26.600612	42.434303	12.706683	12.706683	0.579615	0.420385	
170000	-1768.713427	1	22.490773	39.369311	10.208837	10.208837	0.561091	0.438909	
170100	-1769.499605	1	25.066442	40.618096	8.679765	8.679765	0.584148	0.415852	
170200	-1773.534305	1	21.190692	82.971209	16.752633	16.752633	0.050163	0.949837	
170300	-1770.167954	1	13.760822	84.298731	16.067698	16.067698	0.006024	0.993976	
170400	-1769.170042	1	25.829278	34.953064	8.997959	8.997959	0.635224	0.364776	
170500	-1770.999240	1	19.044691	40.986339	10.164241	10.164241	0.460448	0.539552	
170600	-1770.221641	1	14.713818	86.691139	16.421723	16.421723	0.007023	0.992977	
170700	-1771.893780	1	19.037113	44.246492	12.816363	12.816363	0.365829	0.634171	
170800	-1769.847873	1	27.386913	40.115857	10.949429	10.949429	0.610476	0.389524	
170900	-1772.806522	1	25.163354	43.884097	7.247230	7.247230	0.566493	0.433507	
171000	-1768.885561	1	22.723120	42.346773	10.612548	10.612548	0.531655	0.468345	
171100	-1770.402383	1	26.132104	29.388700	9.732415	9.732415	0.704961	0.295039	
171200	-1768.790494	1	25.028007	39.677879	9.608178	9.608178	0.589848	0.410152	
171300	-1770.884064	1	19.541074	32.705419	8.861330	8.861330	0.596003	0.403997	
171400	-1770.546705	1	15.953738	83.726467	16.022202	16.022202	0.012755	0.987245	
171500	-1770.195091	1	12.933891	85.261702	16.385954	16.385954	0.004138	0.995862	
171600	-1770.605971	1	12.792637	79.677133	15.565505	15.565505	0.005883	0.994117	
171700	-1770.333800	1	13.749590	85.946743	15.519768	15.519768	0.005726	0.994274	
171800	-1770.644373	1	20.382966	40.865879	12.228883	12.228883	0.476316	0.523684	
171900	-1770.101791	1	24.318136	32.612350	7.466502	7.466502	0.638253	0.361747	
172000	-1769.323981	1	21.325978	36.786285	10.587286	10.587286	0.568467	0.431533	
172100	-1771.306221	1	23.649096	37.064446	13.433859	13.433859	0.593891	0.406109	
172200	-1770.105364	1	21.124115	41.453593	12.144716	12.144716	0.491135	0.508865	
172300	-1768.970929	1	24.551653	43.662348	10.492673	10.492673	0.548077	0.451923	
172400	-1770.281077	1	20.512653	46.668869	11.472736	11.472736	0.412856	0.587144	
172500	-1770.127479	1	24.751245	48.153191	9.695204	9.695204	0.519814	0.480186	
172600	-1769.119498	1	23.426934	39.223977	11.598561	11.598561	0.569922	0.430078	
172700	-1768.823623	1	22.570731	37.454321	8.979312	8.979312	0.585633	0.414367	
172800	-1769.995312	1	21.278643	37.851254	8.113535	8.113535	0.570855	0.429145	
172900	-1768.798088	1	22.697011	35.747784	10.407358	10.407358	0.599720	0.400280	
173000	-1769.850562	1	24.703569	39.617666	12.409434	12.409434	0.582216	0.417784	
173100	-1770.078637	1	21.055725	39.629190	8.417732	8.417732	0.549041	0.450959	
173200	-1772.141624	1	23.282109	56.741109	10.131496	10.131496	0.418164	0.581836	
173300	-1769.194105	1	24.181765	42.487040	11.714630	11.714630	0.546989	0.453011	
173400	-1769.925312	1	25.463728	47.896769	10.211824	10.211824	0.527094	0.472906	
173500	-1769.631315	1	22.648252	35.791495	11.659178	11.659178	0.596199	0.403801	
173600	-1770.275341	1	25.784198	44.621969	12.621659	12.621659	0.546193	0.453807	
173700	-1771.629945	1	18.880642	35.858768	10.704014	10.704014	0.524920	0.475080	
173800	-1769.504207	1	21.745902	37.000892	8.297908	8.297908	0.583081	0.416919	
173900	-1768.908240	1	24.585319	42.136532	9.783368	9.783368	0.564874	0.435126	
174000	-1768.892978	1	23.001528	38.806147	11.127386	11.127386	0.569910	0.430090	
174100	-1770.967597	1	22.155077	30.372145	11.305391	11.305391	0.652885	0.347115	
174200	-1769.638392	1	21.940071	30.871103	8.319201	8.319201	0.640067	0.359933	
174300	-1769.935220	1	25.440247	29.798177	9.565873	9.565873	0.688470	0.311530	
174400	-1769.039779	1	22.614955	34.747681	10.620750	10.620750	0.608782	0.391218	
174500	-1768.957503	1	24.482737	40.637402	9.216239	9.216239	0.577758	0.422242	
174600	-1768.724969	1	24.827842	38.878509	10.622198	10.622198	0.593632	0.406368	
174700	-1769.307896	1	25.513941	42.719796	11.421817	11.421817	0.564917	0.435083	
174800	-1768.853114	1	24.089001	37.244927	8.754539	8.754539	0.601892	0.398108	
174900	-1769.239890	1	22.157430	38.781120	11.365087	11.365087	0.555283	0.444717	
175000	-1772.279071	1	25.905670	32.801730	13.045176	13.045176	0.684543	0.315457	
175100	-1772.918286	1	18.907826	58.918980	11.179061	11.179061	0.265092	0.734908	
175200	-1769.822216	1	23.562934	37.788148	12.290624	12.290624	0.585714	0.414286	
175300	-1769.996709	1	24.569264	50.084298	11.343107	11.343107	0.483338	0.516662	
175400	-1768.782477	1	23.865549	35.618831	10.616431	10.616431	0.614191	0.385809	
175500	-1775.187274	1	13.654976	71.130090	11.528898	11.528898	0.032819	0.967181	
175600	-1769.561021	1	26.591750	33.492727	9.377366	9.377366	0.658501	0.341499	
175700	-1769.866878	1	20.351120	40.411893	10.596250	10.596250	0.502321	0.497679	
175800	-1768.809959	1	24.472234	34.619965	10.292960	10.292960	0.630082	0.369918	
175900	-1769.360140	1	22.318652	43.305196	11.661744	11.661744	0.503024	0.496976	
176000	-1769.335805	1	23.066121	30.488680	9.025950	9.025950	0.654471	0.345529	
176100	-1770.105392	1	22.970538	47.202475	9.419306	9.419306	0.502397	0.497603	
176200	-1768.977046	1	25.461971	41.700941	10.554094	10.554094	0.575737	0.424263	
176300	-1769.880885	1	22.637904	29.865120	9.941529	9.941529	0.660309	0.339691	
176400	-1770.020137	1	27.013958	33.710005	8.725529	8.725529	0.655469	0.344531	
176500	-1769.139775	1	21.815449	41.350329	10.879979	10.879979	0.522583	0.477417	
176600	-1769.876732	1	27.531116	35.348763	9.829925	9.829925	0.653222	0.346778	
176700	-1769.828481	1	26.068255	32.825688	8.349427	8.349427	0.652801	0.347199	
176800	-1769.687367	1	20.538709	36.284076	9.167620	9.167620	0.569617	0.430383	
176900	-1769.189919	1	21.702829	33.412846	9.638999	9.638999	0.613313	0.386687	
177000	-1768.852312	1	25.461772	39.001976	10.494987	10.494987	0.599372	0.400628	
177100	-1769.051129	1	25.986692	36.598544	10.309194	10.309194	0.626529	0.373471	
177200	-1770.390609	1	12.999319	81.228029	16.959769	16.959769	0.005153	0.994847	
177300	-1770.662443	1	16.370961	86.033948	16.137348	16.137348	0.012457	0.987543	
177400	-1771.128731	1	17.089005	85.453130	17.254960	17.254960	0.014317	0.985683	
177500	-1771.228283	1	20.491180	28.459992	8.017332	8.017332	0.652194	0.347806	
177600	-1770.879030	1	20.150776	50.200662	11.303767	11.303767	0.364565	0.635435	
177700	-1771.900304	1	26.163276	51.559402	9.217943	9.217943	0.518083	0.481917	
177800	-1770.250574	1	20.645562	44.960934	9.764699	9.764699	0.467257	0.532743	
177900	-1769.789474	1	21.947490	36.690038	7.911207	7.911207	0.589110	0.410890	
178000	-1771.593875	1	21.637404	46.691722	14.165973	14.165973	0.408835	0.591165	
178100	-1770.022901	1	26.580472	44.052512	11.875618	11.875618	0.565195	0.434805	
178200	-1772.640230	1	19.796683	51.567957	14.771912	14.771912	0.279509	0.720491	
178300	-1771.330694	1	15.063166	78.406534	18.010633	18.010633	0.011377	0.988623	
178400	-1769.400583	1	25.584904	34.577181	8.463368	8.463368	0.634271	0.365729	
178500	-1770.351408	1	25.707326	34.547631	7.656423	7.656423	0.631824	0.368176	
178600	-1769.856730	1	24.596593	44.316217	8.946971	8.946971	0.552072	0.447928	
178700	-1771.083778	1	26.722723	46.092201	13.018105	13.018105	0.544620	0.455380	
178800	-1769.535103	1	26.416503	42.738933	9.803003	9.803003	0.578498	0.421502	
178900	-1770.661562	1	25.461732	45.987254	8.769651	8.769651	0.550038	0.449962	
179000	-1769.249616	1	25.960948	33.949318	10.069380	10.069380	0.651534	0.348466	
179100	-1770.790683	1	14.297644	81.968945	14.577408	14.577408	0.009893	0.990107	
179200	-1772.701806	1	17.854469	35.984009	9.980007	9.980007	0.497912	0.502088	
179300	-1769.174486	1	22.648865	36.216993	8.301335	8.301335	0.598581	0.401419	
179400	-1770.595483	1	27.508364	40.042439	12.058951	12.058951	0.615669	0.384331	
179500	-1769.180363	1	24.746933	33.442559	10.566082	10.566082	0.645882	0.354118	
179600	-1769.153432	1	24.431884	31.531406	8.964241	8.964241	0.655262	0.344738	
179700	-1770.258448	1	24.373649	38.285764	7.663424	7.663424	0.596413	0.403587	
179800	-1768.734894	1	24.768649	39.722790	9.613597	9.613597	0.587011	0.412989	
179900	-1769.030226	1	24.113497	37.510797	11.322116	11.322116	0.597778	0.402222	
180000	-1770.469753	1	27.734940	35.234176	11.138075	11.138075	0.668337	0.331663	
180100	-1769.367838	1	26.075014	40.674743	11.284184	11.284184	0.590769	0.409231	
180200	-1769.555105	1	26.202060	44.393628	11.068956	11.068956	0.559877	0.440123	
180300	-1769.244419	1	24.691439	41.384022	11.731666	11.731666	0.565569	0.434431	
180400	-1770.612217	1	23.550566	35.299961	12.613684	12.613684	0.614059	0.385941	
180500	-1770.251576	1	24.761159	51.181830	11.079602	11.079602	0.480314	0.519686	
180600	-1774.216084	1	24.793488	35.467398	14.936852	14.936852	0.635770	0.364230	
180700	-1772.653490	1	18.242614	60.277386	12.954507	12.954507	0.204103	0.795897	
180800	-1769.204321	1	23.340420	45.617442	10.541025	10.541025	0.510898	0.489102	
180900	-1772.798814	1	23.583990	63.229840	11.719610	11.719610	0.345099	0.654901	
181000	-1772.606984	1	24.116056	25.661496	10.612871	10.612871	0.737592	0.262408	
181100	-1771.241082	1	19.448797	49.847143	11.584461	11.584461	0.338736	0.661264	
181200	-1769.645672	1	23.794913	38.245713	12.165846	12.165846	0.584323	0.415677	
181300	-1771.157866	1	22.749365	52.626290	13.556567	13.556567	0.380736	0.619264	
181400	-1768.945248	1	23.681263	32.140703	9.008056	9.008056	0.643343	0.356657	
181500	-1769.513045	1	26.631782	37.185735	10.893972	10.893972	0.629951	0.370049	
181600	-1771.136624	1	26.837338	32.454299	7.620844	7.620844	0.656683	0.343317	
181700	-1770.077016	1	25.894365	44.389392	9.086303	9.086303	0.563555	0.436445	
181800	-1769.428673	1	22.886149	41.540466	12.025136	12.025136	0.532585	0.467415	
181900	-1769.636048	1	25.641841	45.987948	11.447707	11.447707	0.537080	0.462920	
182000	-1769.431446	1	21.550331	41.601578	11.358073	11.358073	0.508823	0.491177	
182100	-1769.722532	1	23.070535	44.458806	12.399335	12.399335	0.499290	0.500710	
182200	-1769.358098	1	22.354402	43.454721	9.518179	9.518179	0.524250	0.475750	
182300	-1770.501464	1	23.094881	52.521125	12.276582	12.276582	0.411795	0.588205	
182400	-1770.008095	1	21.727737	39.545101	8.171997	8.171997	0.561224	0.438776	
182500	-1768.768501	1	24.540557	40.432108	9.587222	9.587222	0.579005	0.420995	
182600	-1770.697760	1	28.893729	38.196709	10.044470	10.044470	0.641999	0.358001	
182700	-1770.113529	1	21.877083	48.675560	10.347209	10.347209	0.450914	0.549086	
182800	-1769.632279	1	23.098010	43.880569	12.304562	12.304562	0.507526	0.492474	
182900	-1770.293673	1	27.512233	32.259451	9.528745	9.528745	0.685523	0.314477	
183000	-1770.455737	1	21.315937	49.224535	10.300818	10.300818	0.431026	0.568974	
183100	-1768.741560	1	22.286097	36.225562	9.902678	9.902678	0.591135	0.408865	
183200	-1769.648097	1	26.397298	39.730489	8.950303	8.950303	0.600952	0.399048	
183300	-1769.118763	1	25.377747	32.942166	9.244455	9.244455	0.651207	0.348793	
