Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
200	0.240000	0.485915	200	0.240000	0.240000	0.235808	
300	0.253333	0.485915	300	0.253333	0.253333	0.235832	
400	0.255000	0.485915	400	0.255000	0.255000	0.235845	
500	0.256000	0.485915	500	0.256000	0.256000	0.235858	
600	0.255000	0.485915	600	0.255000	0.255000	0.235865	
700	0.251429	0.485915	700	0.251429	0.251429	0.235862	
800	0.260000	0.485915	800	0.260000	0.260000	0.235908	
900	0.256667	0.485915	900	0.256667	0.256667	0.235905	
1000	0.251000	0.485915	1000	0.251000	0.251000	0.235885	
100	0.300000	0.485915	100	0.300000	0.300000	0.235920	
200	0.260000	0.485915	200	0.260000	0.260000	0.235911	
300	0.283333	0.485915	300	0.283333	0.283333	0.235962	
400	0.265000	0.485915	400	0.265000	0.265000	0.235948	
500	0.254000	0.485915	500	0.254000	0.254000	0.235934	
600	0.243333	0.485915	600	0.243333	0.243333	0.235909	
700	0.242857	0.485915	700	0.242857	0.242857	0.235911	
800	0.242500	0.485915	800	0.242500	0.242500	0.235914	
900	0.235556	0.485915	900	0.235556	0.235556	0.235884	
1000	0.230000	0.485915	1000	0.230000	0.230000	0.235854	
100	0.120000	0.485915	100	0.120000	0.120000	0.235791	
200	0.175000	0.485915	200	0.175000	0.175000	0.235788	
300	0.210000	0.485915	300	0.210000	0.210000	0.235812	
400	0.252500	0.485915	400	0.252500	0.252500	0.235889	
500	0.250000	0.485915	500	0.250000	0.250000	0.235891	
600	0.261667	0.485915	600	0.261667	0.261667	0.235937	
700	0.272857	0.485915	700	0.272857	0.272857	0.235992	
800	0.273750	0.485915	800	0.273750	0.273750	0.236016	
900	0.258889	0.485915	900	0.258889	0.258889	0.235964	
1000	0.252000	0.485915	1000	0.252000	0.252000	0.235940	
100	0.270000	0.485915	100	0.270000	0.270000	0.235958	
200	0.230000	0.485915	200	0.230000	0.230000	0.235934	
300	0.243333	0.485915	300	0.243333	0.243333	0.235952	
400	0.230000	0.485915	400	0.230000	0.230000	0.235927	
500	0.234000	0.485915	500	0.234000	0.234000	0.235935	
600	0.228333	0.485915	600	0.228333	0.228333	0.235916	
700	0.230000	0.485915	700	0.230000	0.230000	0.235918	
800	0.236250	0.485915	800	0.236250	0.236250	0.235941	
900	0.243333	0.485915	900	0.243333	0.243333	0.235975	
1000	0.245000	0.485915	1000	0.245000	0.245000	0.235988	
100	0.230000	0.485915	100	0.230000	0.230000	0.235985	
200	0.225000	0.485915	200	0.225000	0.225000	0.235976	
300	0.236667	0.485915	300	0.236667	0.236667	0.235989	
400	0.225000	0.485915	400	0.225000	0.225000	0.235965	
500	0.228000	0.485915	500	0.228000	0.228000	0.235967	
600	0.240000	0.485915	600	0.240000	0.240000	0.236001	
700	0.247143	0.485915	700	0.247143	0.247143	0.236029	
800	0.246250	0.485915	800	0.246250	0.246250	0.236032	
900	0.244444	0.485915	900	0.244444	0.244444	0.236028	
1000	0.236000	0.485915	1000	0.236000	0.236000	0.235988	
100	0.200000	0.485915	100	0.200000	0.200000	0.235969	
200	0.205000	0.485915	200	0.205000	0.205000	0.235955	
300	0.253333	0.485915	300	0.253333	0.253333	0.236016	
400	0.262500	0.485915	400	0.262500	0.262500	0.236044	
500	0.266000	0.485915	500	0.266000	0.266000	0.236067	
600	0.255000	0.485915	600	0.255000	0.255000	0.236048	
700	0.262857	0.485915	700	0.262857	0.262857	0.236087	
800	0.255000	0.485915	800	0.255000	0.255000	0.236068	
900	0.252222	0.485915	900	0.252222	0.252222	0.236065	
1000	0.254000	0.485915	1000	0.254000	0.254000	0.236083	
100	0.300000	0.485915	100	0.300000	0.300000	0.236117	
200	0.255000	0.485915	200	0.255000	0.255000	0.236103	
300	0.250000	0.485915	300	0.250000	0.250000	0.236105	
400	0.230000	0.485915	400	0.230000	0.230000	0.236070	
500	0.244000	0.485915	500	0.244000	0.244000	0.236104	
600	0.246667	0.485915	600	0.246667	0.246667	0.236116	
700	0.252857	0.485915	700	0.252857	0.252857	0.236145	
800	0.246250	0.485915	800	0.246250	0.246250	0.236126	
900	0.241111	0.485915	900	0.241111	0.241111	0.236107	
1000	0.236000	0.485915	1000	0.236000	0.236000	0.236083	
100	0.310000	0.485915	100	0.310000	0.310000	0.236121	
200	0.240000	0.485915	200	0.240000	0.240000	0.236087	
300	0.253333	0.485915	300	0.253333	0.253333	0.236110	
400	0.242500	0.485915	400	0.242500	0.242500	0.236096	
500	0.260000	0.485915	500	0.260000	0.260000	0.236145	
600	0.261667	0.485915	600	0.261667	0.261667	0.236163	
700	0.264286	0.485915	700	0.264286	0.264286	0.236186	
800	0.257500	0.485915	800	0.257500	0.257500	0.236172	
900	0.252222	0.485915	900	0.252222	0.252222	0.236158	
1000	0.247000	0.485915	1000	0.247000	0.247000	0.236139	
100	0.210000	0.485915	100	0.210000	0.210000	0.236126	
200	0.265000	0.485915	200	0.265000	0.265000	0.236169	
300	0.230000	0.485915	300	0.230000	0.230000	0.236130	
400	0.225000	0.485915	400	0.225000	0.225000	0.236116	
500	0.250000	0.485915	500	0.250000	0.250000	0.236175	
600	0.256667	0.485915	600	0.256667	0.256667	0.236203	
700	0.251429	0.485915	700	0.251429	0.251429	0.236195	
800	0.256250	0.485915	800	0.256250	0.256250	0.236223	
900	0.257778	0.485915	900	0.257778	0.257778	0.236240	
1000	0.253000	0.485915	1000	0.253000	0.253000	0.236227	
100	0.290000	0.485915	100	0.290000	0.290000	0.236255	
200	0.295000	0.485915	200	0.295000	0.295000	0.236288	
300	0.263333	0.485915	300	0.263333	0.263333	0.236269	
400	0.260000	0.485915	400	0.260000	0.260000	0.236276	
500	0.246000	0.485915	500	0.246000	0.246000	0.236252	
600	0.245000	0.485915	600	0.245000	0.245000	0.236254	
700	0.242857	0.485915	700	0.242857	0.242857	0.236251	
800	0.250000	0.485915	800	0.250000	0.250000	0.236284	
900	0.236667	0.485915	900	0.236667	0.236667	0.236229	
1000	0.236000	0.485915	1000	0.236000	0.236000	0.236226	
100	0.260000	0.485915	100	0.260000	0.260000	0.236238	
200	0.260000	0.485915	200	0.260000	0.260000	0.236250	
300	0.240000	0.485915	300	0.240000	0.240000	0.236231	
400	0.235000	0.485915	400	0.235000	0.235000	0.236223	
500	0.244000	0.485915	500	0.244000	0.244000	0.236246	
600	0.258333	0.485915	600	0.258333	0.258333	0.236294	
700	0.270000	0.485915	700	0.270000	0.270000	0.236347	
800	0.257500	0.485915	800	0.257500	0.257500	0.236313	
900	0.261111	0.485915	900	0.261111	0.261111	0.236341	
1000	0.250000	0.485915	1000	0.250000	0.250000	0.236296	
100	0.160000	0.485915	100	0.160000	0.160000	0.236257	
200	0.190000	0.485915	200	0.190000	0.190000	0.236249	
300	0.193333	0.485915	300	0.193333	0.193333	0.236230	
400	0.205000	0.485915	400	0.205000	0.205000	0.236232	
500	0.200000	0.485915	500	0.200000	0.200000	0.236203	
600	0.211667	0.485915	600	0.211667	0.211667	0.236221	
700	0.204286	0.485915	700	0.204286	0.204286	0.236182	
800	0.211250	0.485915	800	0.211250	0.211250	0.236194	
900	0.213333	0.485915	900	0.213333	0.213333	0.236191	
1000	0.230000	0.485915	1000	0.230000	0.230000	0.236264	
100	0.260000	0.485915	100	0.260000	0.260000	0.236276	
200	0.265000	0.485915	200	0.265000	0.265000	0.236293	
300	0.260000	0.485915	300	0.260000	0.260000	0.236300	
400	0.257500	0.485915	400	0.257500	0.257500	0.236307	
500	0.238000	0.485915	500	0.238000	0.238000	0.236269	
600	0.248333	0.485915	600	0.248333	0.248333	0.236301	
700	0.237143	0.485915	700	0.237143	0.237143	0.236267	
800	0.235000	0.485915	800	0.235000	0.235000	0.236259	
900	0.237778	0.485915	900	0.237778	0.237778	0.236271	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.236278	
100	0.170000	0.485915	100	0.170000	0.170000	0.236244	
200	0.200000	0.485915	200	0.200000	0.200000	0.236241	
300	0.216667	0.485915	300	0.216667	0.216667	0.236248	
400	0.217500	0.485915	400	0.217500	0.217500	0.236240	
500	0.218000	0.485915	500	0.218000	0.218000	0.236232	
600	0.210000	0.485915	600	0.210000	0.210000	0.236198	
700	0.217143	0.485915	700	0.217143	0.217143	0.236210	
800	0.221250	0.485915	800	0.221250	0.221250	0.236217	
900	0.216667	0.485915	900	0.216667	0.216667	0.236189	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.236221	
100	0.290000	0.485915	100	0.290000	0.290000	0.236248	
200	0.290000	0.485915	200	0.290000	0.290000	0.236275	
300	0.253333	0.485915	300	0.253333	0.253333	0.236247	
400	0.245000	0.485915	400	0.245000	0.245000	0.236239	
500	0.240000	0.485915	500	0.240000	0.240000	0.236231	
600	0.246667	0.485915	600	0.246667	0.246667	0.236253	
700	0.255714	0.485915	700	0.255714	0.255714	0.236290	
800	0.255000	0.485915	800	0.255000	0.255000	0.236297	
900	0.252222	0.485915	900	0.252222	0.252222	0.236293	
1000	0.251000	0.485915	1000	0.251000	0.251000	0.236295	
100	0.390000	0.485915	100	0.390000	0.390000	0.236372	
200	0.335000	0.485915	200	0.335000	0.335000	0.236394	
300	0.290000	0.485915	300	0.290000	0.290000	0.236376	
400	0.280000	0.485915	400	0.280000	0.280000	0.236383	
500	0.270000	0.485915	500	0.270000	0.270000	0.236380	
600	0.256667	0.485915	600	0.256667	0.256667	0.236357	
700	0.255714	0.485915	700	0.255714	0.255714	0.236363	
800	0.261250	0.485915	800	0.261250	0.261250	0.236395	
900	0.263333	0.485915	900	0.263333	0.263333	0.236417	
1000	0.262000	0.485915	1000	0.262000	0.262000	0.236424	
100	0.220000	0.485915	100	0.220000	0.220000	0.236416	
200	0.240000	0.485915	200	0.240000	0.240000	0.236427	
300	0.230000	0.485915	300	0.230000	0.230000	0.236414	
400	0.235000	0.485915	400	0.235000	0.235000	0.236421	
500	0.246000	0.485915	500	0.246000	0.246000	0.236448	
