Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
10449000	-8.335708	156	14.963346	5.417119	0.410425	0.589575	
10450000	-8.561508	295	0.387970	2.861693	0.000760	0.999240	
10451000	-8.099841	475	4.090195	10.142333	0.127837	0.872163	
10452000	-8.390184	175	11.035976	6.428734	0.372469	0.627531	
10453000	-7.445380	360	9.232998	7.910003	0.241085	0.758915	
10454000	-12.132940	26	5.515190	36.221780	0.429303	0.570697	
10455000	-9.585955	116	0.888764	8.472990	0.005997	0.994003	
10456000	-8.346371	192	11.175717	16.183100	0.444200	0.555800	
10457000	-8.530417	479	2.410239	6.709815	0.054393	0.945607	
10458000	-8.210019	239	2.524267	3.111970	0.077592	0.922408	
10459000	-8.703672	169	14.173358	4.338410	0.449190	0.550810	
10460000	-7.614739	86	10.152901	6.377218	0.325546	0.674454	
10461000	-7.889219	69	8.569962	8.379980	0.296049	0.703951	
10462000	-7.313165	320	4.792010	3.755296	0.142309	0.857691	
10463000	-8.004806	435	6.421118	2.220048	0.342598	0.657402	
10464000	-8.040906	138	10.094635	3.362517	0.319075	0.680925	
10465000	-9.344930	263	0.846710	2.249828	0.005668	0.994332	
10466000	-8.406996	134	20.162239	11.200551	0.471774	0.528226	
10467000	-7.604800	407	6.597648	8.689669	0.341374	0.658626	
10468000	-7.716949	351	4.093859	3.948681	0.106760	0.893240	
10469000	-7.373447	114	10.314745	8.546252	0.322510	0.677490	
10470000	-8.471142	396	11.360916	3.187556	0.495802	0.504198	
10471000	-7.484672	124	5.921909	6.517173	0.254009	0.745991	
10472000	-8.316458	144	7.935200	5.278799	0.348462	0.651538	
10473000	-7.820950	121	4.203857	2.540316	0.204594	0.795406	
10474000	-7.672036	346	11.206264	7.731183	0.366360	0.633640	
10475000	-7.554817	181	4.971087	7.201056	0.127328	0.872672	
10476000	-7.586134	348	0.152158	3.875413	0.000173	0.999827	
10477000	-7.859377	412	9.627231	10.837146	0.337776	0.662224	
10478000	-8.545654	183	13.388072	10.838087	0.364837	0.635163	
10479000	-7.825452	278	19.325569	13.827721	0.462838	0.537162	
10480000	-8.655361	152	6.815610	2.269008	0.328968	0.671032	
10481000	-7.699062	258	7.096913	9.256740	0.259310	0.740690	
10482000	-8.436799	282	15.136869	10.954170	0.452255	0.547745	
10483000	-7.803715	80	2.285437	3.518827	0.032522	0.967478	
10484000	-8.013891	123	5.066721	6.882607	0.122188	0.877812	
10485000	-8.196836	32	7.224866	1.682223	0.443305	0.556695	
10486000	-7.286058	40	11.515151	8.591043	0.375060	0.624940	
10487000	-9.238517	4	12.096208	23.620679	0.408837	0.591163	
10488000	-7.204441	63	6.323387	5.893489	0.145801	0.854199	
10489000	-7.877796	451	3.472504	3.999808	0.088853	0.911147	
10490000	-7.775665	134	4.556641	9.154821	0.194474	0.805526	
10491000	-9.266167	286	8.000776	0.913372	0.702329	0.297671	
10492000	-8.161600	158	14.485782	8.650440	0.434584	0.565416	
10493000	-8.064814	12	12.833588	3.556794	0.405412	0.594588	
10494000	-7.351802	447	10.333158	5.752062	0.249269	0.750731	
10495000	-8.525276	101	18.782878	19.627822	0.472145	0.527855	
10496000	-7.228851	207	7.585885	5.079412	0.250642	0.749358	
10497000	-8.494826	318	4.693278	7.350354	0.104711	0.895289	
10498000	-9.158897	289	0.783850	3.932108	0.005716	0.994284	
10499000	-9.656250	332	0.788327	1.406754	0.004862	0.995138	
10500000	-8.404295	358	11.707704	3.876552	0.388403	0.611597	
10501000	-8.549184	95	5.797031	2.464288	0.231706	0.768294	
10502000	-7.980321	490	5.841320	7.082063	0.251265	0.748735	
10503000	-9.226976	215	26.428294	12.777087	0.476667	0.523333	
10504000	-8.023571	100	3.630925	3.764791	0.108074	0.891926	
10505000	-9.539132	299	2.095856	11.456472	0.065645	0.934355	
10506000	-8.002294	99	13.193074	5.028276	0.436972	0.563028	
10507000	-7.495963	169	5.505981	4.616827	0.248272	0.751728	
10508000	-8.222066	233	1.402144	3.662314	0.010518	0.989482	
10509000	-7.968091	297	9.496572	4.425606	0.395358	0.604642	
10510000	-7.855132	55	9.190841	5.042428	0.294663	0.705337	
10511000	-9.196965	313	0.502226	4.950228	0.001446	0.998554	
10512000	-8.333333	424	12.573445	14.748704	0.431057	0.568943	
10513000	-7.613248	458	8.943386	4.796441	0.308073	0.691927	
10514000	-7.578140	491	6.939213	5.789068	0.264421	0.735579	
10515000	-7.818394	53	5.072052	3.332779	0.162723	0.837277	
10516000	-9.285240	382	0.661976	2.934583	0.003710	0.996290	
10517000	-8.806646	496	6.699167	12.008379	0.246738	0.753262	
10518000	-8.412478	296	1.021090	3.016430	0.010244	0.989756	
10519000	-8.453546	263	6.078836	10.436929	0.242077	0.757923	
10520000	-7.829188	350	6.675006	10.380297	0.322355	0.677645	
10521000	-8.103629	28	9.215969	9.530429	0.298910	0.701090	
10522000	-7.877876	300	2.909667	5.473459	0.121873	0.878127	
10523000	-9.945611	497	21.199185	3.296456	0.492069	0.507931	
10524000	-8.287927	405	7.777204	13.431848	0.328588	0.671412	
10525000	-7.822814	305	5.467735	8.615811	0.160518	0.839482	
10526000	-7.935391	181	2.668061	3.052133	0.041062	0.958938	
10527000	-8.534818	170	4.772787	1.850901	0.195728	0.804272	
10528000	-8.373666	388	5.153185	1.560454	0.294895	0.705105	
10529000	-8.362685	326	12.057443	4.806171	0.324252	0.675748	
10530000	-8.771697	366	4.881514	2.040619	0.277384	0.722616	
10531000	-8.480893	351	5.248442	14.383331	0.219964	0.780036	
10532000	-9.246912	459	2.110598	8.586349	0.065209	0.934791	
10533000	-8.407303	322	15.391373	11.953542	0.448243	0.551757	
10534000	-7.317590	112	7.445220	4.997975	0.249234	0.750766	
10535000	-8.651922	318	20.473429	11.515051	0.419048	0.580952	
10536000	-8.509834	94	1.769416	4.275043	0.018597	0.981403	
10537000	-8.872106	319	1.247336	3.095475	0.021830	0.978170	
10538000	-8.721190	198	8.713303	17.607550	0.417519	0.582481	
10539000	-7.802534	374	6.783004	7.750080	0.319643	0.680357	
10540000	-7.732870	349	10.514046	11.195670	0.329728	0.670272	
10541000	-8.685719	77	6.438052	15.274893	0.329337	0.670663	
10542000	-7.593982	447	8.780094	11.645719	0.223178	0.776822	
10543000	-9.244744	222	19.904891	7.759789	0.432787	0.567213	
10544000	-7.660105	241	2.163343	5.000908	0.038559	0.961441	
10545000	-10.683791	440	1.502685	12.003004	0.044183	0.955817	
10546000	-8.722283	145	5.833359	14.777095	0.280581	0.719419	
10547000	-7.558723	420	7.245462	5.423663	0.236214	0.763786	
10548000	-7.718892	375	5.480119	4.502651	0.145736	0.854264	
10549000	-9.003834	355	15.400915	24.721336	0.451516	0.548484	
10550000	-8.155330	116	4.348986	6.457180	0.115106	0.884894	
10551000	-7.774351	316	2.104093	5.013993	0.028488	0.971512	
10552000	-9.356562	36	15.261953	29.576511	0.464103	0.535897	
10553000	-7.270169	189	4.769784	3.115680	0.215442	0.784558	
10554000	-8.278145	274	12.010520	4.679313	0.358234	0.641766	
10555000	-7.794411	201	6.863385	8.065250	0.226194	0.773806	
10556000	-7.671554	326	5.350240	4.322446	0.133277	0.866723	
10557000	-9.975264	354	2.393310	1.068591	0.168744	0.831256	
10558000	-8.147394	187	3.552978	9.754928	0.076976	0.923024	
10559000	-8.755919	338	5.314888	1.675550	0.217715	0.782285	
10560000	-7.862905	466	8.300827	6.837741	0.296885	0.703115	
10561000	-8.704084	296	8.236290	1.243599	0.391359	0.608641	
10562000	-8.017569	176	4.540786	5.415739	0.105909	0.894091	
10563000	-7.949137	282	4.648929	5.918867	0.189136	0.810864	
10564000	-9.874956	314	14.192715	34.452627	0.489563	0.510437	
10565000	-7.395121	447	11.404175	6.589291	0.271481	0.728519	
10566000	-7.481958	224	14.099861	9.311562	0.360872	0.639128	
10567000	-7.433821	357	7.295586	8.601326	0.177113	0.822887	
10568000	-9.201511	212	5.237783	16.406950	0.184718	0.815282	
10569000	-7.977726	234	4.215618	7.129174	0.159231	0.840769	
10570000	-8.731115	379	2.021515	9.075750	0.040183	0.959817	
10571000	-8.728092	428	14.801565	1.716084	0.478340	0.521660	
10572000	-8.556251	57	12.416332	3.342283	0.339737	0.660263	
10573000	-8.064029	398	12.519556	7.125751	0.354354	0.645646	
10574000	-9.642296	343	0.866206	2.570130	0.020743	0.979257	
10575000	-9.737795	500	0.176080	6.123114	0.000247	0.999753	
10576000	-7.689034	10	4.649963	2.969089	0.181534	0.818466	
10577000	-8.027111	70	7.128536	6.461800	0.267097	0.732903	
10578000	-8.810698	286	1.651216	4.379520	0.017293	0.982707	
10579000	-7.352459	313	8.033913	7.505932	0.218259	0.781741	
10580000	-8.940842	329	0.919467	3.570016	0.010503	0.989497	
10581000	-8.809415	94	21.469063	26.816147	0.474087	0.525913	
10582000	-8.997343	234	19.911923	25.175376	0.488587	0.511413	
10583000	-8.765362	75	2.293266	9.013359	0.084898	0.915102	
10584000	-8.147490	170	4.417979	11.302859	0.165779	0.834221	
10585000	-8.408128	27	13.787156	10.784293	0.457461	0.542539	
10586000	-7.464316	484	5.512751	5.716521	0.211309	0.788691	
10587000	-8.077197	342	3.714308	10.040256	0.163302	0.836698	
10588000	-8.478038	391	1.612074	2.607540	0.045683	0.954317	
10589000	-7.473933	270	4.714698	6.179958	0.169207	0.830793	
10590000	-7.915781	478	10.589919	9.914337	0.378521	0.621479	
10591000	-8.894781	284	8.479580	13.196489	0.372060	0.627940	
10592000	-7.433415	224	11.267153	6.365068	0.315459	0.684541	
10593000	-7.746779	139	6.422371	9.247538	0.275239	0.724761	
10594000	-8.000921	219	15.272365	11.459391	0.413351	0.586649	
10595000	-9.283156	64	13.862442	28.074091	0.448376	0.551624	
10596000	-9.349955	202	15.825722	2.096667	0.608101	0.391899	
10597000	-8.177572	140	3.877356	8.177254	0.152396	0.847604	
10598000	-8.522281	399	4.267124	9.205936	0.118376	0.881624	
10599000	-9.240209	206	5.613494	15.478494	0.297120	0.702880	
10600000	-8.052901	384	13.118186	9.379554	0.400407	0.599593	
10601000	-8.294607	162	7.989699	7.717085	0.287853	0.712147	
10602000	-8.222121	249	13.723823	10.253571	0.400086	0.599914	
10603000	-7.646521	195	8.025912	4.251402	0.232753	0.767247	
10604000	-7.535802	18	1.743250	6.406634	0.014186	0.985814	
10605000	-8.114083	131	4.725826	8.123419	0.119977	0.880023	
10606000	-8.634624	235	11.265145	17.022409	0.440658	0.559342	
10607000	-8.367089	5	1.125010	5.597984	0.011426	0.988574	
10608000	-8.720866	114	16.875087	4.343501	0.417185	0.582815	
10609000	-8.302642	67	7.119742	12.621221	0.291510	0.708490	
10610000	-8.328725	356	9.140072	10.120396	0.424868	0.575132	
10611000	-7.972035	335	7.262554	2.487854	0.273864	0.726136	
10612000	-8.497442	242	4.197795	1.419537	0.150774	0.849226	
10613000	-7.703604	156	3.024376	6.044457	0.068883	0.931117	
10614000	-7.544381	225	8.374395	8.892407	0.362491	0.637509	
10615000	-7.767459	60	6.202686	6.826986	0.282444	0.717556	
10616000	-8.584025	237	9.033480	2.457082	0.311107	0.688893	
10617000	-8.809925	215	23.300487	13.738517	0.469980	0.530020	
10618000	-7.648756	86	8.712876	3.699304	0.278580	0.721420	
10619000	-10.821070	453	31.746237	9.772486	0.474083	0.525917	
10620000	-7.746977	99	9.978338	6.720052	0.359644	0.640356	
10621000	-8.154452	93	16.455637	12.314274	0.434485	0.565515	
10622000	-9.015342	112	1.817381	10.583843	0.038915	0.961085	
10623000	-8.353693	264	3.037439	3.042404	0.087520	0.912480	
10624000	-9.068230	433	7.540623	15.727808	0.420775	0.579225	
10625000	-8.702102	104	2.417567	5.149810	0.040770	0.959230	
10626000	-7.935400	164	4.050446	3.277173	0.138833	0.861167	
10627000	-9.224589	457	14.968800	28.065667	0.452679	0.547321	
10628000	-8.293244	391	11.757538	4.294461	0.441195	0.558805	
10629000	-8.644458	468	12.842647	4.721770	0.412852	0.587148	
10630000	-8.010870	253	6.268814	6.450788	0.193848	0.806152	
10631000	-9.024203	235	20.784871	21.978778	0.487434	0.512566	
10632000	-8.076612	471	12.349474	5.631055	0.322088	0.677912	
10633000	-8.086821	290	5.263925	10.061316	0.208940	0.791060	
10634000	-8.073491	62	2.637627	3.168993	0.064059	0.935941	
10635000	-8.810464	95	13.742265	2.507168	0.500491	0.499509	
10636000	-8.481860	463	5.697552	9.436228	0.239738	0.760262	
10637000	-8.320964	454	2.998681	4.275581	0.133530	0.866470	
10638000	-7.763112	60	7.721148	7.869518	0.340351	0.659649	
10639000	-7.887126	42	5.173297	3.010431	0.244367	0.755633	
10640000	-8.798012	43	15.683158	4.344072	0.477429	0.522571	
10641000	-7.925056	241	3.153859	8.149542	0.088167	0.911833	
10642000	-8.367473	313	2.236544	1.761593	0.027697	0.972303	
10643000	-8.541631	14	3.968591	7.348365	0.156208	0.843792	
10644000	-8.958979	402	7.169572	0.837503	0.490985	0.509015	
10645000	-8.848368	271	0.589535	1.994630	0.002467	0.997533	
10646000	-9.349899	24	1.852376	8.782693	0.082493	0.917507	
10647000	-8.059011	85	3.199131	2.086949	0.061740	0.938260	
10648000	-9.410035	425	0.857108	5.861896	0.015936	0.984064	
10649000	-7.721781	446	5.618515	8.456259	0.188626	0.811374	
10650000	-8.258042	98	4.559054	6.246962	0.171477	0.828523	
10651000	-8.257771	196	2.382890	3.667314	0.036710	0.963290	
10652000	-8.850009	330	20.656999	10.444270	0.458938	0.541062	
10653000	-9.291834	121	10.667716	0.099982	0.946740	0.053260	
10654000	-8.229307	72	16.321827	13.277000	0.468505	0.531495	
10655000	-7.837218	208	8.936613	4.738419	0.382569	0.617431	
10656000	-7.986874	265	5.592374	2.283288	0.255945	0.744055	
10657000	-8.684062	366	8.927345	2.684843	0.429251	0.570749	
10658000	-7.259881	278	5.875550	8.754383	0.217376	0.782624	
10659000	-8.067903	35	6.389850	5.356769	0.233864	0.766136	
10660000	-8.787263	275	17.374368	7.853843	0.468162	0.531838	
10661000	-7.462003	46	5.568817	7.743784	0.125740	0.874260	
10662000	-7.607763	5	4.833590	6.631935	0.157878	0.842122	
10663000	-9.009728	260	2.022174	2.665595	0.064930	0.935070	
10664000	-8.429948	188	2.249306	4.286554	0.052859	0.947141	
10665000	-8.088000	479	10.370184	5.820014	0.360818	0.639182	
10666000	-8.760877	4	9.873496	18.189736	0.353186	0.646814	
10667000	-8.343921	188	4.018800	3.164208	0.137855	0.862145	
10668000	-10.348760	11	24.067241	8.586092	0.469588	0.530412	
10669000	-7.732410	393	8.992251	8.061121	0.319984	0.680016	
10670000	-8.328637	421	4.006199	11.061523	0.183084	0.816916	
10671000	-8.504273	288	7.853556	9.465431	0.374551	0.625449	
10672000	-8.228942	177	2.284477	3.072255	0.058281	0.941719	
10673000	-8.183799	32	13.755003	4.424495	0.441456	0.558544	
10674000	-8.180751	23	11.020352	6.607100	0.437097	0.562903	
10675000	-8.799619	21	17.087363	6.181678	0.451908	0.548092	
10676000	-7.794217	381	4.752540	4.080587	0.170808	0.829192	
10677000	-7.752584	132	12.041386	11.756445	0.377205	0.622795	
10678000	-7.861470	255	9.469400	3.759451	0.346251	0.653749	
10679000	-9.117432	227	12.132347	2.487845	0.387157	0.612843	
10680000	-8.438215	328	8.992310	3.735911	0.308362	0.691638	
10681000	-8.874610	311	19.361063	12.053072	0.466446	0.533554	
10682000	-8.272086	99	10.997345	13.923731	0.382129	0.617871	
10683000	-8.136601	253	9.861406	4.790961	0.312352	0.687648	
10684000	-8.020788	28	7.751890	7.907497	0.248120	0.751880	
10685000	-8.220062	6	7.710718	3.216537	0.266661	0.733339	
10686000	-8.332662	385	9.573319	15.038852	0.404609	0.595391	
10687000	-8.056669	429	13.355891	3.385066	0.425796	0.574204	
10688000	-7.170597	135	7.238551	6.034314	0.305703	0.694297	
10689000	-9.686713	463	2.635868	11.280680	0.085913	0.914087	
10690000	-7.922673	100	8.811677	4.646603	0.340652	0.659348	
10691000	-9.394505	416	0.723698	5.456825	0.011361	0.988639	
10692000	-7.618231	93	4.427493	8.420804	0.145165	0.854835	
10693000	-7.848170	317	7.717582	7.550749	0.324396	0.675604	
10694000	-8.108761	138	1.832458	7.366659	0.032930	0.967070	
10695000	-7.763854	344	4.809372	8.590662	0.128818	0.871182	
10696000	-7.757516	384	5.889880	4.641260	0.207034	0.792966	
10697000	-7.703511	46	10.567016	4.322266	0.272401	0.727599	
10698000	-8.617970	422	7.101195	5.076396	0.391209	0.608791	
10699000	-9.377036	359	0.566661	4.195949	0.006562	0.993438	
10700000	-9.261124	498	18.307313	10.550748	0.448933	0.551067	
10701000	-7.785293	104	12.317496	8.301928	0.353391	0.646609	
10702000	-7.663983	126	8.651504	4.995411	0.297697	0.702303	
10703000	-8.547303	227	12.867791	5.007848	0.387649	0.612351	
10704000	-7.614958	58	5.256452	5.175851	0.154631	0.845369	
10705000	-8.129493	33	2.959211	3.765446	0.091713	0.908287	
10706000	-8.023673	237	2.286556	4.230592	0.029820	0.970180	
10707000	-7.823853	332	4.852658	2.933359	0.152002	0.847998	
10708000	-7.679193	223	6.773627	5.962157	0.214433	0.785567	
10709000	-7.713010	54	7.214873	3.933645	0.298140	0.701860	
10710000	-8.590056	378	15.434115	22.746866	0.443446	0.556554	
10711000	-8.261271	237	12.166087	10.862657	0.340767	0.659233	
10712000	-7.875875	111	13.092867	9.387905	0.389491	0.610509	
10713000	-8.980558	112	1.299967	1.747930	0.013521	0.986479	
10714000	-7.793750	211	6.240410	5.480414	0.290364	0.709636	
10715000	-7.883713	75	7.736726	8.914467	0.332552	0.667448	
10716000	-8.649173	64	2.183911	9.113340	0.038333	0.961667	
10717000	-8.017117	294	3.844491	1.886447	0.149483	0.850517	
10718000	-11.522391	357	0.034139	4.219658	0.000005	0.999995	
10719000	-8.615801	37	9.972028	1.846797	0.450841	0.549159	
10720000	-8.681597	257	2.223536	9.578262	0.059840	0.940160	
10721000	-7.337411	400	2.707280	8.405041	0.027196	0.972804	
10722000	-7.856495	23	5.143228	3.809856	0.279320	0.720680	
10723000	-8.063416	424	10.952539	11.338965	0.399300	0.600700	
10724000	-7.952004	413	6.294890	4.039174	0.204804	0.795196	
10725000	-8.389894	38	6.963173	2.500055	0.332538	0.667462	
10726000	-7.766004	60	6.276971	6.884674	0.285729	0.714271	
10727000	-7.893583	413	6.464064	4.825915	0.209173	0.790827	
10728000	-7.569278	10	6.025766	4.217223	0.237113	0.762887	
10729000	-8.892291	145	9.107967	18.062367	0.396050	0.603950	
10730000	-8.839643	308	14.348759	16.498388	0.433134	0.566866	
10731000	-7.818053	129	12.314823	6.133787	0.350132	0.649868	
10732000	-8.138666	461	11.533205	5.320309	0.392286	0.607714	
10733000	-10.908245	392	1.348461	12.982447	0.025265	0.974735	
10734000	-7.851131	121	5.050636	2.171568	0.277718	0.722282	
10735000	-8.299013	59	7.091541	15.849769	0.312151	0.687849	
10736000	-7.983811	388	6.168739	10.334142	0.292210	0.707790	
10737000	-8.080150	457	6.333129	3.322164	0.236859	0.763141	
10738000	-8.416695	57	4.674798	1.985079	0.103968	0.896032	
10739000	-9.640862	346	0.722320	8.150460	0.006834	0.993166	
10740000	-7.957622	156	2.428836	6.875828	0.047829	0.952171	
10741000	-9.348302	94	10.348092	0.605870	0.685716	0.314284	
10742000	-9.396015	304	3.974416	11.406893	0.194713	0.805287	
10743000	-8.620902	23	1.542311	2.076805	0.047272	0.952728	
10744000	-7.695818	447	3.100224	3.852659	0.039518	0.960482	
10745000	-7.838073	271	2.726973	3.627038	0.055688	0.944312	
10746000	-8.223407	404	3.778283	2.398294	0.187699	0.812301	
10747000	-8.693598	420	13.992100	3.191861	0.464787	0.535213	
10748000	-8.430168	174	13.226522	22.283815	0.428710	0.571290	
10749000	-8.197499	60	12.504523	13.861995	0.451174	0.548826	
10750000	-7.371391	96	8.884346	6.928234	0.285259	0.714741	
10751000	-8.439878	318	10.339157	3.341932	0.337021	0.662979	
10752000	-8.157462	155	3.639985	5.329059	0.073962	0.926038	
10753000	-8.476057	186	11.773869	18.277753	0.421777	0.578223	
10754000	-8.335745	108	11.103803	6.526170	0.418662	0.581338	
10755000	-8.940311	47	23.214995	9.506033	0.454590	0.545410	
10756000	-8.772485	134	3.916476	14.275245	0.208944	0.791056	
10757000	-10.558772	440	0.493532	7.268472	0.003559	0.996441	
10758000	-7.579055	357	3.590628	7.119108	0.057157	0.942843	
10759000	-8.440748	321	5.463823	13.725730	0.342637	0.657363	
10760000	-8.141868	146	13.327410	11.408105	0.405257	0.594743	
10761000	-8.374153	494	5.059850	5.763669	0.212381	0.787619	
10762000	-8.382724	429	2.176311	3.562444	0.036583	0.963417	
10763000	-7.230992	283	8.178259	5.999803	0.254835	0.745165	
10764000	-8.759487	461	13.477706	3.125679	0.469214	0.530786	
10765000	-8.227083	365	5.136351	3.520940	0.187139	0.812861	
10766000	-7.444882	134	7.698735	6.647158	0.302530	0.697470	
10767000	-8.120217	95	13.512310	6.406559	0.381991	0.618009	
10768000	-8.916626	154	18.561324	12.995344	0.462658	0.537342	
10769000	-8.850529	299	0.895114	4.244013	0.007741	0.992259	
10770000	-7.502104	299	7.713284	6.362697	0.324982	0.675018	
10771000	-8.027731	377	1.508692	3.284816	0.018610	0.981390	
10772000	-8.218846	284	2.736555	3.722845	0.072453	0.927547	
10773000	-8.988999	472	3.115928	7.884364	0.091211	0.908789	
10774000	-7.571000	30	4.983993	2.257651	0.230331	0.769669	
10775000	-8.481825	253	2.782692	4.639513	0.051412	0.948588	
10776000	-7.864757	69	6.211173	7.558907	0.212737	0.787263	
10777000	-7.806785	331	7.182910	1.694167	0.518779	0.481221	
10778000	-8.030837	182	8.089646	4.229990	0.370160	0.629840	
10779000	-8.259427	18	17.544026	10.460161	0.380321	0.619679	
10780000	-7.411752	229	5.246074	6.948614	0.181036	0.818964	
10781000	-8.037742	125	10.121661	7.428098	0.382747	0.617253	
10782000	-7.479567	178	8.689396	3.128363	0.427344	0.572656	
10783000	-7.853493	319	9.112752	2.313108	0.489585	0.510415	
10784000	-7.448301	207	5.480751	9.139097	0.169760	0.830240	
10785000	-7.876040	419	5.376322	6.274871	0.230827	0.769173	
10786000	-7.468422	428	13.930956	5.692638	0.370489	0.629511	
10787000	-8.159804	127	13.046726	14.704002	0.406551	0.593449	
10788000	-7.815804	93	8.649999	3.044645	0.276791	0.723209	
10789000	-8.620416	252	13.414838	17.803302	0.458401	0.541599	
10790000	-9.995101	184	11.488824	1.113677	0.449870	0.550130	
10791000	-8.365988	123	14.959904	12.234542	0.374832	0.625168	
10792000	-7.451970	66	8.261449	7.627799	0.255486	0.744514	
10793000	-8.913761	347	10.390071	2.012819	0.488137	0.511863	
10794000	-8.115250	486	4.534498	4.557414	0.126372	0.873628	
10795000	-7.741807	369	7.766085	10.617362	0.294632	0.705368	
10796000	-10.916755	96	3.797480	22.198042	0.207447	0.792553	
10797000	-8.486424	264	20.557454	6.114976	0.464052	0.535948	
10798000	-9.119938	2	2.068737	9.991132	0.072964	0.927036	
10799000	-7.804597	73	3.208918	3.444008	0.078017	0.921983	
10800000	-7.886248	479	7.469124	5.205844	0.283020	0.716980	
10801000	-8.220572	81	10.567549	6.199793	0.374706	0.625294	
10802000	-10.329826	295	14.252817	1.056815	0.460955	0.539045	
10803000	-7.651942	389	5.032795	8.596158	0.088439	0.911561	
10804000	-8.249113	122	9.897854	7.670403	0.330148	0.669852	
10805000	-7.690457	261	5.331585	6.044317	0.186232	0.813768	
10806000	-8.817434	319	6.157391	0.022114	0.985495	0.014505	
10807000	-9.481823	211	3.897951	13.828516	0.228986	0.771014	
10808000	-8.199036	218	11.403951	4.823866	0.333920	0.666080	
10809000	-7.935215	8	3.716280	3.507764	0.156724	0.843276	
10810000	-8.714075	180	2.643986	11.028270	0.074397	0.925603	
10811000	-7.575281	336	8.892656	6.214734	0.339168	0.660832	
10812000	-8.228508	335	2.014949	6.485321	0.052465	0.947535	
10813000	-8.037966	269	5.082268	2.509578	0.132543	0.867457	
10814000	-7.114004	295	3.022506	5.647743	0.046396	0.953604	
10815000	-9.659678	160	6.835457	0.546700	0.574440	0.425560	
10816000	-8.175355	53	9.817684	3.287831	0.350047	0.649953	
10817000	-7.526457	302	5.970902	7.156188	0.166322	0.833678	
10818000	-7.849556	447	2.273870	5.308293	0.021166	0.978834	
10819000	-8.236488	417	3.563054	9.093714	0.081418	0.918582	
10820000	-7.838608	458	6.435361	3.177696	0.246973	0.753027	
10821000	-7.870421	233	14.055226	6.825090	0.373941	0.626059	
10822000	-8.189219	194	1.453504	3.706280	0.011479	0.988521	
10823000	-7.695610	369	5.525909	3.321753	0.193987	0.806013	
10824000	-8.453217	128	2.065049	5.589710	0.019937	0.980063	
10825000	-7.869808	73	9.486348	8.704456	0.300452	0.699548	
10826000	-8.337147	430	13.622831	5.346569	0.461495	0.538505	
10827000	-8.442324	455	3.998661	7.824074	0.170315	0.829685	
10828000	-8.640563	84	2.646097	10.145656	0.077249	0.922751	
10829000	-7.993983	212	4.083476	8.253075	0.092572	0.907428	
10830000	-7.331639	283	10.133305	6.598636	0.308478	0.691522	
10831000	-8.062664	120	4.388796	5.800619	0.219832	0.780168	
10832000	-8.298702	327	4.538478	2.449718	0.165302	0.834698	
10833000	-7.849435	305	7.657084	5.227004	0.219100	0.780900	
10834000	-8.804027	164	2.935469	1.579733	0.091907	0.908093	
10835000	-7.621228	314	11.195998	5.194125	0.389404	0.610596	
10836000	-8.025826	401	6.170768	6.872615	0.223433	0.776567	
10837000	-8.115346	375	2.013252	3.346755	0.024141	0.975859	
10838000	-9.805512	259	0.781453	2.224432	0.003632	0.996368	
10839000	-8.986143	269	7.141974	0.897216	0.371042	0.628958	
10840000	-8.719126	323	16.157014	8.885168	0.407150	0.592850	
10841000	-8.470389	281	15.843188	12.128253	0.384781	0.615219	
10842000	-8.164887	406	4.501107	3.227740	0.204229	0.795771	
10843000	-8.666140	116	8.478510	15.819138	0.305575	0.694425	
10844000	-8.745958	103	2.335616	1.658858	0.049249	0.950751	
10845000	-8.788182	142	15.607601	19.184904	0.485694	0.514306	
10846000	-8.410959	82	16.061873	16.434338	0.467348	0.532652	
10847000	-9.712055	449	0.604558	7.148060	0.004315	0.995685	
10848000	-8.870159	243	5.393163	0.956950	0.430095	0.569905	
10849000	-8.684525	433	9.199766	14.533758	0.438375	0.561625	
10850000	-7.784539	89	2.792161	4.360005	0.075574	0.924426	
10851000	-8.485396	439	21.558033	6.879984	0.457687	0.542313	
10852000	-8.255422	292	4.436063	6.861534	0.129482	0.870518	
10853000	-8.141766	455	6.132417	9.027099	0.282977	0.717023	
10854000	-9.298861	99	20.778898	4.217494	0.500239	0.499761	
10855000	-9.359121	129	16.693559	2.854874	0.426017	0.573983	
10856000	-7.809211	161	5.166768	6.232984	0.229636	0.770364	
10857000	-7.990459	237	9.520787	6.362106	0.271478	0.728522	
