Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
10858000	-8.069773	303	9.409398	3.394812	0.394300	0.605700	
10859000	-8.589506	268	2.078152	8.614488	0.036687	0.963313	
10860000	-7.899494	182	4.369683	4.735547	0.221407	0.778593	
10861000	-8.347558	172	13.664114	6.778530	0.388022	0.611978	
10862000	-7.603137	488	6.171586	5.687515	0.297175	0.702825	
10863000	-7.440714	102	4.246970	3.902512	0.111974	0.888026	
10864000	-8.186674	225	11.055722	15.711964	0.440958	0.559042	
10865000	-9.475280	31	16.719561	4.802600	0.435979	0.564021	
10866000	-8.719329	345	12.060932	18.272166	0.437166	0.562834	
10867000	-8.494291	411	6.207540	9.469664	0.290152	0.709848	
10868000	-7.764594	257	6.040002	3.839710	0.252614	0.747386	
10869000	-8.188629	310	5.084258	12.543457	0.173138	0.826862	
10870000	-8.044148	343	6.520629	5.628525	0.325588	0.674412	
10871000	-8.169666	469	13.084294	5.544105	0.347631	0.652369	
10872000	-8.264974	374	7.475875	1.725293	0.459880	0.540120	
10873000	-7.805732	386	3.834929	5.649802	0.073874	0.926126	
10874000	-7.872746	55	10.610222	7.813827	0.328112	0.671888	
10875000	-7.709521	431	10.950228	10.197754	0.343691	0.656309	
10876000	-8.415901	81	12.683176	6.905783	0.405894	0.594106	
10877000	-7.674296	389	4.397099	4.870069	0.071552	0.928448	
10878000	-7.565525	270	9.822011	5.350638	0.344272	0.655728	
10879000	-7.825266	386	3.464125	6.145738	0.063415	0.936585	
10880000	-9.688653	216	3.601101	1.329367	0.167391	0.832609	
10881000	-8.198727	426	13.751097	13.216215	0.413273	0.586727	
10882000	-8.192401	150	8.445435	7.862015	0.256005	0.743995	
10883000	-8.314089	54	6.864314	13.693891	0.360600	0.639400	
10884000	-8.737521	146	2.042266	7.971466	0.041253	0.958747	
10885000	-7.709911	242	3.613473	7.732169	0.088155	0.911845	
10886000	-7.612990	194	5.380325	3.086997	0.161454	0.838546	
10887000	-8.958951	313	14.227617	1.458966	0.436467	0.563533	
10888000	-8.061078	107	9.649116	13.192329	0.394740	0.605260	
10889000	-8.346520	196	14.260896	3.327330	0.444384	0.555616	
10890000	-8.656679	176	4.974750	11.860783	0.153919	0.846081	
10891000	-8.466032	339	16.772336	13.445173	0.484932	0.515068	
10892000	-8.502441	160	7.572945	3.374736	0.272448	0.727552	
10893000	-7.591329	431	2.189037	4.592289	0.033177	0.966823	
10894000	-7.823549	29	6.858906	4.283971	0.211574	0.788426	
10895000	-7.605996	287	5.147764	6.778409	0.154149	0.845851	
10896000	-7.889446	41	3.935183	10.038602	0.139695	0.860305	
10897000	-8.638176	352	0.934655	1.775486	0.011051	0.988949	
10898000	-8.232284	434	3.775930	4.663890	0.126733	0.873267	
10899000	-7.612842	342	5.708819	9.880631	0.257679	0.742321	
10900000	-7.680786	224	15.604542	15.690947	0.396914	0.603086	
10901000	-8.103847	173	6.469228	2.650925	0.256428	0.743572	
10902000	-7.789825	493	5.134513	1.961812	0.223654	0.776346	
10903000	-9.829851	116	5.944262	0.210224	0.899008	0.100992	
10904000	-7.381395	229	5.848473	3.778997	0.202255	0.797745	
10905000	-8.346257	243	0.968892	3.713145	0.016982	0.983018	
10906000	-7.583843	335	4.134080	5.001304	0.145637	0.854363	
10907000	-9.300765	241	2.765599	0.598545	0.130601	0.869399	
10908000	-7.381669	18	2.155197	5.319972	0.020606	0.979394	
10909000	-10.433475	105	9.360774	28.582199	0.406558	0.593442	
10910000	-7.862633	33	5.243079	5.109279	0.211562	0.788438	
10911000	-7.869909	102	6.562105	2.431143	0.255032	0.744968	
10912000	-7.432277	350	6.360038	5.891576	0.288807	0.711193	
10913000	-8.635709	441	7.685267	10.047390	0.304667	0.695333	
10914000	-8.053565	124	1.493802	3.781428	0.028619	0.971381	
10915000	-8.297792	211	2.632747	4.668334	0.088567	0.911433	
10916000	-8.399714	233	3.387785	10.876045	0.074766	0.925234	
10917000	-8.076352	462	4.984992	2.265986	0.149740	0.850260	
10918000	-8.215505	437	10.029607	15.149362	0.389783	0.610217	
10919000	-11.174014	479	20.858602	2.309172	0.515183	0.484817	
10920000	-8.261372	276	1.772562	2.782837	0.019652	0.980348	
10921000	-8.630097	210	6.115895	1.128503	0.492170	0.507830	
10922000	-8.541818	3	2.395724	10.226554	0.047264	0.952736	
10923000	-8.121443	88	4.289593	6.648522	0.135685	0.864315	
10924000	-8.132129	355	5.642163	3.024479	0.185171	0.814829	
10925000	-7.367845	30	3.250389	3.390273	0.103331	0.896669	
10926000	-8.137112	206	8.920396	3.686309	0.357376	0.642624	
10927000	-7.826922	138	6.949790	11.288980	0.276549	0.723451	
10928000	-8.866297	453	4.066601	0.960685	0.231278	0.768722	
10929000	-7.417333	79	10.401535	4.026259	0.380763	0.619237	
10930000	-7.885234	462	1.934722	3.835442	0.023216	0.976784	
10931000	-7.457061	482	7.119458	7.245788	0.256734	0.743266	
10932000	-7.099634	40	7.246891	6.049090	0.255158	0.744842	
10933000	-7.649169	480	3.081074	5.006355	0.084319	0.915681	
10934000	-8.488947	259	17.651535	11.993110	0.428113	0.571887	
10935000	-8.583645	438	7.454363	1.800480	0.268976	0.731024	
10936000	-8.133673	36	11.328529	14.731867	0.385526	0.614474	
10937000	-9.341526	119	0.848602	3.714627	0.008252	0.991748	
10938000	-9.587878	359	30.268325	29.922721	0.495800	0.504200	
10939000	-8.221705	1	1.927344	8.420540	0.029728	0.970272	
10940000	-7.837290	302	8.287603	12.387698	0.273233	0.726767	
10941000	-7.641704	497	3.282323	6.382128	0.111497	0.888503	
10942000	-8.729928	494	4.537918	2.081074	0.234588	0.765412	
10943000	-8.388455	315	4.689505	3.346019	0.163156	0.836844	
10944000	-7.780805	421	12.116723	5.576945	0.385408	0.614592	
10945000	-8.572360	488	18.447348	14.829835	0.481680	0.518320	
10946000	-8.825091	160	4.313272	2.187170	0.151922	0.848078	
10947000	-7.580881	264	11.605135	7.865537	0.393270	0.606730	
10948000	-9.549150	384	11.017887	1.057032	0.578332	0.421668	
10949000	-8.355134	183	7.109978	5.095428	0.204935	0.795065	
10950000	-7.696910	314	12.705301	6.351224	0.412655	0.587345	
10951000	-7.740699	181	3.368164	6.569942	0.066020	0.933980	
10952000	-8.157742	154	9.745280	7.522301	0.351132	0.648868	
10953000	-7.408541	241	7.306769	3.547968	0.249742	0.750258	
10954000	-8.352399	357	20.654327	21.021116	0.437714	0.562286	
10955000	-8.289103	308	2.651842	2.958387	0.053744	0.946256	
10956000	-8.798226	131	13.103252	22.207541	0.397818	0.602182	
10957000	-7.964572	192	13.923975	10.287371	0.444897	0.555103	
10958000	-8.819006	498	6.347574	1.067256	0.591757	0.408243	
10959000	-7.776625	299	8.862418	3.125020	0.431173	0.568827	
10960000	-9.945102	160	24.366338	11.457950	0.461141	0.538859	
10961000	-7.654951	21	3.910312	2.450220	0.153210	0.846790	
10962000	-8.650264	475	5.076872	1.605326	0.189838	0.810162	
10963000	-7.707470	52	6.772707	6.591878	0.266994	0.733006	
10964000	-8.491309	222	1.736756	8.997795	0.023460	0.976540	
10965000	-9.711913	433	3.190034	12.360873	0.218229	0.781771	
10966000	-7.712413	48	8.290444	7.049706	0.260164	0.739836	
10967000	-8.112241	123	10.609791	11.414533	0.301092	0.698908	
10968000	-8.417256	445	8.902186	2.955774	0.379576	0.620424	
10969000	-9.990975	311	25.986968	8.708018	0.480721	0.519279	
10970000	-8.965057	133	13.353614	21.570301	0.432975	0.567025	
10971000	-7.404890	30	10.072235	5.770575	0.369444	0.630556	
10972000	-8.630845	17	4.856300	8.185418	0.119807	0.880193	
10973000	-8.647277	406	18.210393	13.934277	0.480763	0.519237	
10974000	-8.622529	142	5.611975	11.482435	0.334199	0.665801	
10975000	-8.399175	323	9.272613	11.428164	0.281714	0.718286	
10976000	-7.927057	486	10.655177	6.306922	0.341233	0.658767	
10977000	-8.069707	132	5.971840	12.538637	0.226040	0.773960	
10978000	-9.117216	63	10.296345	0.371213	0.770367	0.229633	
10979000	-9.752400	283	2.245956	0.547659	0.065046	0.934954	
10980000	-7.497443	89	12.410262	8.863840	0.402828	0.597172	
10981000	-7.713455	334	6.465882	5.371428	0.196011	0.803989	
10982000	-8.622305	5	10.573915	16.590757	0.388718	0.611282	
10983000	-8.223864	471	1.747506	6.064474	0.015422	0.984578	
10984000	-8.510773	14	7.820294	9.902372	0.331931	0.668069	
10985000	-8.184641	324	8.112282	8.140858	0.383979	0.616021	
10986000	-8.245523	61	5.915661	8.801402	0.154993	0.845007	
10987000	-7.800786	453	10.797793	9.599040	0.325004	0.674996	
10988000	-8.330047	331	13.545254	17.877814	0.452456	0.547544	
10989000	-8.591315	485	7.724534	14.799776	0.362372	0.637628	
10990000	-8.037394	143	12.196635	7.316747	0.432287	0.567713	
10991000	-7.620054	453	4.919584	5.386983	0.133276	0.866724	
10992000	-8.108701	428	3.700976	12.768495	0.109793	0.890207	
10993000	-8.134243	138	10.889495	15.491562	0.395811	0.604189	
10994000	-7.993879	155	7.061910	5.347596	0.217350	0.782650	
10995000	-8.409046	440	12.301222	13.835751	0.426399	0.573601	
10996000	-8.025827	458	9.768299	14.403390	0.360647	0.639353	
10997000	-8.424322	152	10.623862	12.751628	0.373561	0.626439	
10998000	-7.424781	189	7.389561	9.115013	0.356793	0.643207	
10999000	-7.797190	211	6.262415	4.521954	0.297123	0.702877	
11000000	-8.129010	35	9.620947	7.479330	0.337276	0.662724	
11001000	-7.445582	43	5.519142	6.403554	0.299235	0.700765	
11002000	-8.055026	154	8.028281	6.938718	0.304987	0.695013	
11003000	-7.589897	471	6.730917	5.599045	0.174454	0.825546	
11004000	-8.726894	436	1.282480	3.035094	0.026483	0.973517	
11005000	-8.573607	485	12.006062	18.186037	0.443184	0.556816	
11006000	-7.751019	446	10.469652	3.978936	0.360877	0.639123	
11007000	-10.037900	304	9.294459	0.532719	0.751406	0.248594	
11008000	-8.072985	372	11.356187	6.114173	0.311870	0.688130	
11009000	-8.318918	125	3.828395	1.114728	0.165458	0.834542	
11010000	-7.791864	66	2.318193	6.347107	0.040216	0.959784	
11011000	-7.490986	241	3.466307	2.843360	0.086886	0.913114	
11012000	-8.096078	268	2.636372	3.800129	0.051043	0.948957	
11013000	-7.498861	357	4.045107	6.203833	0.068538	0.931462	
11014000	-7.881529	115	4.583225	4.347668	0.167662	0.832338	
11015000	-7.574991	491	7.212894	5.304450	0.274244	0.725756	
11016000	-8.684789	288	10.716043	4.132634	0.419809	0.580191	
11017000	-8.232009	381	2.923465	7.519698	0.093245	0.906755	
11018000	-8.079293	41	0.965762	3.377244	0.007772	0.992228	
11019000	-7.582110	76	8.585659	5.882944	0.274521	0.725479	
11020000	-7.588339	296	3.427908	3.257917	0.101067	0.898933	
11021000	-7.882900	379	3.678655	4.433860	0.095110	0.904890	
11022000	-10.333192	78	9.195922	0.158249	0.919056	0.080944	
11023000	-8.439398	272	9.194877	14.020772	0.377565	0.622435	
11024000	-8.187338	150	3.258899	5.891466	0.064243	0.935757	
11025000	-8.108358	252	8.767076	2.224876	0.399559	0.600441	
11026000	-8.046827	484	3.038979	1.787864	0.093643	0.906357	
11027000	-8.545895	368	1.464399	8.915550	0.018861	0.981139	
11028000	-7.860823	127	6.024777	8.379945	0.204761	0.795239	
11029000	-8.911825	250	0.682829	2.664127	0.004242	0.995758	
11030000	-8.176646	48	7.480329	2.324597	0.254581	0.745419	
11031000	-8.545159	272	6.239388	12.397773	0.284898	0.715102	
11032000	-9.368441	299	26.318780	10.357089	0.481412	0.518588	
11033000	-7.581585	377	4.043537	3.733309	0.125377	0.874623	
11034000	-8.472626	372	4.443099	3.419099	0.103790	0.896210	
11035000	-8.199692	366	6.916653	6.545819	0.281321	0.718679	
11036000	-7.669580	30	6.021050	2.101319	0.300386	0.699614	
11037000	-7.543293	232	2.606322	3.317568	0.049855	0.950145	
11038000	-7.820746	446	11.511810	4.353558	0.372970	0.627030	
11039000	-8.352643	299	3.947717	1.703463	0.271051	0.728949	
11040000	-8.036069	239	10.508986	3.626818	0.417219	0.582781	
11041000	-8.625515	16	12.716725	8.212916	0.432841	0.567159	
11042000	-8.741042	122	5.357495	11.649372	0.217581	0.782419	
11043000	-8.617631	495	13.373548	8.118437	0.463848	0.536152	
11044000	-7.972343	467	8.764843	5.454936	0.242799	0.757201	
11045000	-8.521215	81	4.473866	8.183182	0.164326	0.835674	
11046000	-8.165731	348	0.731419	2.197234	0.003378	0.996622	
11047000	-9.052464	376	6.396980	14.781957	0.244246	0.755754	
11048000	-8.265897	430	10.879866	3.270491	0.458406	0.541594	
11049000	-8.007787	389	2.489390	7.046210	0.021615	0.978385	
11050000	-8.445293	396	11.033732	3.024519	0.500780	0.499220	
11051000	-8.950989	468	6.763316	0.942900	0.517937	0.482063	
11052000	-8.673888	362	7.873147	13.239939	0.350929	0.649071	
11053000	-8.106712	290	7.733532	2.768356	0.282181	0.717819	
11054000	-7.684089	170	6.376150	5.011707	0.219904	0.780096	
11055000	-8.406087	456	6.408095	10.723887	0.249648	0.750352	
11056000	-7.859602	140	10.517933	6.547570	0.392733	0.607267	
11057000	-8.741557	382	17.782409	18.927732	0.466867	0.533133	
11058000	-8.135105	386	10.794627	6.556271	0.288239	0.711761	
11059000	-9.097213	75	2.136258	10.104028	0.082582	0.917418	
11060000	-9.734222	366	5.234889	16.093812	0.272849	0.727151	
11061000	-7.720401	462	2.977258	3.871524	0.053836	0.946164	
11062000	-8.842697	99	7.200905	15.037886	0.302429	0.697571	
11063000	-8.514018	372	4.527178	3.240254	0.111072	0.888928	
11064000	-7.729333	134	3.576420	7.274325	0.129877	0.870123	
11065000	-7.732178	245	9.814045	8.177917	0.351110	0.648890	
11066000	-7.830677	93	8.295967	2.870440	0.267873	0.732127	
11067000	-8.447404	287	18.596253	12.993260	0.439482	0.560518	
11068000	-8.491854	145	6.273144	14.029320	0.289819	0.710181	
11069000	-7.658927	438	3.666062	4.641735	0.087495	0.912505	
11070000	-8.476088	168	7.736127	2.362233	0.352119	0.647881	
11071000	-7.992930	286	8.315155	5.786592	0.281610	0.718390	
11072000	-8.814714	81	17.000664	11.635088	0.446855	0.553145	
11073000	-8.027917	10	4.143418	1.987117	0.179478	0.820522	
11074000	-7.616772	73	5.153661	5.478073	0.153090	0.846910	
11075000	-7.831456	52	7.604618	4.396389	0.288973	0.711027	
11076000	-7.661234	305	3.286779	5.214381	0.064719	0.935281	
11077000	-12.822316	162	2.460313	0.056200	0.836490	0.163510	
11078000	-7.772847	283	1.820818	5.037845	0.025220	0.974780	
11079000	-7.779200	349	10.060710	5.004253	0.301115	0.698885	
11080000	-7.551687	447	5.095855	3.194544	0.106728	0.893272	
11081000	-8.612362	120	3.493884	1.454090	0.234768	0.765232	
11082000	-8.508427	172	1.344416	4.917346	0.014160	0.985840	
11083000	-9.735202	385	1.197626	9.945551	0.026094	0.973906	
11084000	-9.972798	345	20.543918	5.240293	0.457479	0.542521	
11085000	-8.193674	448	12.338133	12.112552	0.441106	0.558894	
11086000	-8.733240	391	1.526712	1.917525	0.041494	0.958506	
11087000	-8.609707	133	3.507705	8.959485	0.093168	0.906832	
11088000	-8.410428	289	9.141380	12.107685	0.360333	0.639667	
11089000	-8.589628	240	1.264272	2.069863	0.011318	0.988682	
11090000	-8.182568	455	5.931662	3.299661	0.323932	0.676068	
11091000	-8.408980	262	3.303926	1.990305	0.123905	0.876095	
11092000	-8.366275	417	2.919378	9.035565	0.058852	0.941148	
11093000	-7.894060	382	6.322609	5.855751	0.219040	0.780960	
11094000	-7.457093	167	6.904045	5.921366	0.231403	0.768597	
11095000	-8.222088	86	2.089686	1.493720	0.034157	0.965843	
11096000	-8.738775	145	18.357113	15.692349	0.466768	0.533232	
11097000	-7.891041	287	5.063918	9.210897	0.162800	0.837200	
11098000	-7.545796	141	5.039042	4.245695	0.068192	0.931808	
11099000	-8.291591	96	3.135583	1.653535	0.080853	0.919147	
11100000	-7.966111	180	8.041597	5.398564	0.256212	0.743788	
11101000	-8.018481	341	10.854861	11.681011	0.385566	0.614434	
11102000	-9.220325	154	5.579664	15.983707	0.285649	0.714351	
11103000	-7.776235	352	6.301262	7.007803	0.293804	0.706196	
11104000	-7.995035	321	2.669999	7.547895	0.126643	0.873357	
11105000	-8.623416	364	2.011213	6.987412	0.024357	0.975643	
11106000	-8.261356	288	8.095925	5.262349	0.363227	0.636773	
11107000	-7.940332	29	7.196307	3.140519	0.220559	0.779441	
11108000	-8.788365	442	1.328322	4.002932	0.021220	0.978780	
11109000	-8.924772	24	11.270497	2.898163	0.418498	0.581502	
11110000	-7.844092	207	2.288360	3.070140	0.041375	0.958625	
11111000	-8.384755	487	5.058922	10.739098	0.251050	0.748950	
11112000	-8.184792	189	18.069321	12.864008	0.480758	0.519242	
11113000	-7.817380	297	6.274058	5.469585	0.295145	0.704855	
11114000	-8.125113	3	3.337988	2.836336	0.083951	0.916049	
11115000	-8.936244	213	6.457449	1.782707	0.295889	0.704111	
11116000	-7.862867	276	2.797886	4.721779	0.049537	0.950463	
11117000	-9.157595	253	5.519916	15.584261	0.217184	0.782816	
11118000	-7.212180	283	6.747154	4.946924	0.204474	0.795526	
11119000	-8.092691	209	15.161813	12.754609	0.411201	0.588799	
11120000	-8.240664	52	2.986831	1.934433	0.092832	0.907168	
11121000	-8.748986	274	1.302199	7.997734	0.012072	0.987928	
11122000	-9.666316	9	0.645850	1.965514	0.003583	0.996417	
11123000	-7.812997	272	4.973080	5.163885	0.192603	0.807397	
11124000	-7.949668	117	8.034851	3.298898	0.354085	0.645915	
11125000	-7.940477	250	3.436782	2.264534	0.110185	0.889815	
11126000	-7.657920	241	5.851849	2.205347	0.213019	0.786981	
11127000	-8.218912	88	3.026357	6.114622	0.075613	0.924387	
11128000	-7.991839	218	4.795032	2.632444	0.133087	0.866913	
11129000	-8.306545	395	12.655855	12.178145	0.382888	0.617112	
11130000	-9.067250	212	5.059243	0.953378	0.209047	0.790953	
11131000	-8.949375	356	2.070112	5.331818	0.087374	0.912626	
11132000	-8.760551	150	14.248127	9.667850	0.378166	0.621834	
11133000	-7.516432	194	5.644656	3.618188	0.165645	0.834355	
11134000	-7.824304	10	1.920089	3.076716	0.038470	0.961530	
11135000	-8.495393	39	4.081382	10.565583	0.147476	0.852524	
11136000	-8.298439	348	6.559852	2.468807	0.194731	0.805269	
11137000	-8.482667	342	11.527259	1.594625	0.449218	0.550782	
11138000	-8.371413	231	5.086209	3.600040	0.243014	0.756986	
11139000	-8.725984	371	18.445626	11.902629	0.463766	0.536234	
11140000	-8.371476	180	6.780783	12.999488	0.272380	0.727620	
11141000	-7.917983	33	4.710756	6.219841	0.195734	0.804266	
11142000	-8.350484	65	2.053430	2.188558	0.032560	0.967440	
11143000	-9.050417	103	5.182329	13.685705	0.242870	0.757130	
11144000	-8.918037	29	2.313133	8.482168	0.054780	0.945220	
11145000	-7.931700	471	2.709504	6.188533	0.037151	0.962849	
11146000	-7.810154	293	5.906211	3.125402	0.277763	0.722237	
11147000	-8.209150	60	5.840136	2.514473	0.248742	0.751258	
11148000	-7.602801	1	7.368051	6.174548	0.212940	0.787060	
11149000	-9.170967	381	9.410887	1.690556	0.426705	0.573295	
11150000	-7.784598	59	5.147060	2.319207	0.189395	0.810605	
11151000	-7.683476	500	14.796096	9.298076	0.381251	0.618749	
11152000	-10.898288	258	6.437338	28.676013	0.391574	0.608426	
11153000	-9.250980	136	20.373143	5.335802	0.450769	0.549231	
11154000	-8.576415	127	2.284612	2.391819	0.038399	0.961601	
11155000	-9.476974	123	2.963215	1.352491	0.084260	0.915740	
11156000	-7.822025	1	9.580380	10.566923	0.298885	0.701115	
11157000	-7.891989	2	10.344740	4.971812	0.377827	0.622173	
11158000	-7.887386	312	6.371432	7.373107	0.201124	0.798876	
11159000	-8.772702	377	5.343348	14.479622	0.247379	0.752621	
11160000	-8.333645	150	2.269063	4.142036	0.030924	0.969076	
11161000	-7.884812	296	11.475425	14.468581	0.416582	0.583418	
11162000	-8.199108	245	2.578926	7.626425	0.069133	0.930867	
11163000	-8.930566	298	8.480580	12.771742	0.365953	0.634047	
11164000	-9.675126	12	11.126616	0.244273	0.836007	0.163993	
11165000	-8.615946	255	3.742570	11.710276	0.121795	0.878205	
11166000	-8.215663	423	8.358198	4.974830	0.289891	0.710109	
11167000	-9.223002	395	8.642709	20.340707	0.361446	0.638554	
11168000	-10.178876	32	2.708279	0.451273	0.345690	0.654310	
11169000	-7.914587	466	6.990258	9.025028	0.275835	0.724165	
11170000	-8.180399	47	2.582227	2.107530	0.044597	0.955403	
11171000	-8.712746	467	20.478535	10.910554	0.420247	0.579753	
11172000	-8.663736	13	16.579965	18.241687	0.440454	0.559546	
11173000	-8.367842	76	16.943011	17.140380	0.441654	0.558346	
11174000	-8.394732	392	11.737800	11.131334	0.368168	0.631832	
11175000	-7.473663	369	4.706405	6.240806	0.150977	0.849023	
11176000	-7.711184	18	11.770948	5.990925	0.286728	0.713272	
11177000	-7.313509	82	8.357586	5.931605	0.324576	0.675424	
11178000	-9.186298	187	0.543151	6.229044	0.001706	0.998294	
11179000	-7.981182	336	10.920917	12.811159	0.398484	0.601516	
11180000	-7.553776	314	9.411841	4.305628	0.354127	0.645873	
11181000	-9.099051	331	2.999847	10.391638	0.135196	0.864804	
11182000	-7.327534	241	8.007994	5.945718	0.270219	0.729781	
11183000	-10.204326	230	2.692866	0.858728	0.210451	0.789549	
11184000	-8.130211	481	10.584919	6.078697	0.435268	0.564732	
11185000	-8.089118	171	3.140018	6.195203	0.102066	0.897934	
11186000	-10.995723	464	9.124639	0.269416	0.822264	0.177736	
11187000	-7.931561	375	4.095816	7.965736	0.104372	0.895628	
11188000	-8.504482	121	5.854268	14.355071	0.308763	0.691237	
11189000	-8.862317	142	1.264192	4.364171	0.029462	0.970538	
11190000	-7.635776	54	4.163644	3.775582	0.163433	0.836567	
11191000	-8.265540	133	10.702998	5.344951	0.319333	0.680667	
11192000	-9.170746	496	16.160539	15.949283	0.432204	0.567796	
11193000	-8.211889	369	15.713323	13.677689	0.438470	0.561530	
11194000	-8.244415	430	5.146388	1.772364	0.366010	0.633990	
11195000	-8.147822	77	4.269530	3.023163	0.212635	0.787365	
